timestamp,bfly,bfnx,bnus,btrx,cbse,gmni,itbi,krkn,lmax,okcn,stmp,vwap global
2021-02-24 00:00:00,48006.990395968984,47778.97048220238,47846.7630099949,47861.25278704692,47945.341623582186,47981.711506581494,47772.25556150349,47698.307099988815,47880.95891374598,47954.733900468214,47944.262769916444,47882.87585510974
2021-02-24 01:00:00,49607.92364495946,49441.59293755745,49196.187345726816,49343.26580534464,49317.2013704805,49458.07910136139,49509.69941976307,49179.02687677849,49250.834066918454,49422.81619568624,49220.2997318283,49313.36751618968
2021-02-24 02:00:00,50196.6773034157,50237.00503597023,50200.41431446228,50264.128119589644,50248.89477536313,50268.2599681062,50260.29489711833,50214.50234961793,50227.85291221484,50218.78680168957,50283.555917547485,50244.1733612534
2021-02-24 03:00:00,50948.0,50608.443325103726,50523.291434520965,50528.68430032978,50498.14255772231,50494.398639418236,50533.802903206444,50537.044840685616,50458.46279412236,50435.243772972906,50472.63781650129,50513.86512612316
2021-02-24 04:00:00,50892.80622948516,50889.74329961806,50900.7964807991,50914.28432772163,50942.6465201042,50934.95328556314,51019.75364047291,50917.060832736985,50851.63800394124,51023.204299288314,50987.94170833807,50927.85396391689
2021-02-24 05:00:00,50435.65893071712,50344.152273509826,50383.987433823866,50537.35893997191,50513.98924239403,50528.602569699535,50416.28159072176,50421.09204078946,50473.95956278717,50399.45761118535,50440.12489745783,50455.59787096245
2021-02-24 06:00:00,49978.511631949084,49713.51420553466,50046.48648711953,50033.77190116472,49982.465001746146,49935.13589114713,49907.74736691506,49916.10805328075,50061.8083281648,49940.20773501137,49939.78189732182,49913.41044184376
2021-02-24 07:00:00,49680.1,49899.13873565062,49861.58115189437,50032.96347056737,49959.624169039096,50034.85894387047,49944.96342177203,49994.271641249004,49996.280195691375,50030.40051956286,49974.235438023854,49962.53969128367
2021-02-24 08:00:00,50144.20546407331,50629.71853266672,50559.886412506174,50587.21886543995,50541.09069368311,50476.88295949771,50600.26526652529,50545.21676788311,50552.860398304074,50482.65942981103,50594.3944493803,50578.67002734941
2021-02-24 09:00:00,50884.023714285715,50887.43944342996,50842.08062786721,50947.52989281588,50901.00161126684,50901.63906990289,51014.42756441121,50987.73682159017,50934.15216528215,51005.57058561467,50902.70874601398,50911.78005479302
2021-02-24 10:00:00,50536.602040520986,50480.38425373499,50515.86745208439,50665.39292130093,50523.88672136915,50494.32425165456,50588.054389789955,50643.53620764597,50514.76969158256,50564.53946292954,50590.39346404892,50534.9813437046
2021-02-24 11:00:00,50474.184697886136,50494.05213631615,50475.33873254126,50556.41664047742,50498.455215959926,50446.875138670184,50500.79539005867,50523.50157772588,50505.68807687795,50556.75930463859,50480.338477678175,50499.32562128645
2021-02-24 12:00:00,51228.61636363636,50976.88307204614,50870.863408262754,50907.72952953467,50935.79097939279,50932.9130597378,50956.06736625025,50864.09784483364,50918.641498133475,50921.93471473746,50947.57059921597,50934.165511034305
2021-02-24 13:00:00,49681.734855666626,49701.256410978676,49783.077635114874,49839.7421310204,49811.472119348844,49750.219363816526,49790.02843195161,49743.211946406336,49827.03550003846,49953.17058257855,49893.768540232646,49799.74000951547
2021-02-24 14:00:00,49266.087850284406,49233.18858303022,49251.72383800201,49311.928912469455,49293.34646323417,49282.04210015556,49260.066524897506,49223.08528079747,49274.40830598385,49345.871820260996,49236.20029266822,49263.846727571254
2021-02-24 15:00:00,48785.14592816908,49011.131583832976,49258.30686311825,49280.55570842358,49224.856517405555,49249.51326231501,49062.9791226795,49217.78730796093,49324.913760803756,49288.10639380004,49221.75253616328,49203.58004164459
2021-02-24 16:00:00,49645.483599555635,49734.68491181378,49765.87831128304,49805.93693158663,49748.94829880598,49720.09421716933,49749.26259567806,49749.96085967083,49755.51820449717,49824.6796899463,49757.699345070025,49750.26731768807
2021-02-24 17:00:00,49714.24970405236,49788.33850447046,49808.54472170588,49786.375155463655,49813.53499755658,49843.67333691845,49815.87195290559,49842.35009757282,49845.112441132354,49817.80270968984,49847.050542867946,49822.59336179754
2021-02-24 18:00:00,49602.439024390245,49795.62255994675,49795.325779386316,49797.74151397471,49790.60685492841,49796.55087907407,49791.77254731195,49813.098121963376,49796.54779073936,49797.70999640098,49838.07583549319,49798.92301259033
2021-02-24 19:00:00,49191.600563094384,49214.86413230202,49355.10962302461,49257.819346300486,49259.860731840294,49204.72546606478,49411.32784828966,49230.38809664872,49317.0717324864,49343.114455795556,49337.14171359621,49268.9245074428
2021-02-24 20:00:00,48991.421225154714,48895.91194661924,48906.47633517542,48907.006080445935,48922.873466604746,48952.98832426555,48880.346896428535,48964.871225882314,48952.60809188711,48851.20926842717,48927.9073652996,48929.224304493575
2021-02-24 21:00:00,48404.53236740211,48440.91177413361,48485.98060584109,48486.392267975,48476.87821131374,48526.69720355337,48526.432823930576,48499.3806082591,48518.46203764825,48451.58757214401,48509.784282259796,48487.34548560768
2021-02-24 22:00:00,48270.59864702669,48531.10398915199,48549.925443470296,48566.458228104544,48579.18068932245,48650.5654020886,48497.261356804454,48540.34638780121,48645.53058621327,48543.495587545505,48580.633396569894,48574.602198830915
2021-02-24 23:00:00,49610.564199029126,49385.7494404447,49399.63013406116,49488.224861697956,49428.97290287861,49457.50051789593,49493.09779097728,49459.90529202536,49423.47108691518,49568.860667993235,49504.553951877046,49438.25065729635
