timestamp,bfly,bfnx,bnus,btrx,cbse,gmni,itbi,krkn,lmax,okcn,stmp,vwap global
2021-02-24 00:00:00,48249.22214990109,48258.4794917439,48332.21485630808,48362.27828875109,48395.77928840878,48634.70773577775,48320.80847124826,48167.02651580147,48457.99729594496,48094.876169994684,48472.607232106144,48380.63062382146
2021-02-24 00:20:00,47444.868820829004,47362.339718831376,47456.66819836846,47357.61966363541,47408.71137933886,47377.43342188065,47359.09746140583,47339.08947541782,47344.067630540456,47362.588674192295,47309.322431701876,47374.621185198244
2021-02-24 00:40:00,48129.14740764163,47976.23574692509,47945.81314723518,48037.30640524408,47989.23992666657,47835.83718563192,47993.418745712064,48054.61873591995,47900.20828704389,48018.95262875382,47930.73803550596,47974.0028508157
2021-02-24 01:00:00,48876.09428571428,48789.475030665664,48796.52861800867,48788.886047888234,48792.23658003622,48795.93287456524,48816.52469482267,48775.17299193446,48750.732946228425,48854.50337899786,48887.48577075201,48803.663863331094
2021-02-24 01:20:00,49140.16,49103.51993001351,49119.75102660893,49068.36248273634,49139.953266027005,49120.87683218102,49217.13915394868,49088.595724959174,49089.41095221844,49129.173259347524,49137.17158671652,49123.104449334925
2021-02-24 01:40:00,49867.38985352039,49782.30954437438,49706.80376096939,49788.178551002646,49774.76030009551,49903.83034773554,49743.12300532483,49737.116310851154,49776.43968084972,49874.834787354965,49746.645837485834,49776.705809161394
2021-02-24 02:00:00,50196.6773034157,50270.36323288851,50225.73170739586,50310.733212042636,50269.663851204445,50294.29984947114,50313.88883120174,50247.71759933053,50268.15303005936,50196.08499656552,50328.61803659447,50272.76329753596
2021-02-24 02:20:00,50346.94184273256,50176.63506326546,50101.89598146255,50175.82789044469,50176.551727456645,50198.651272522584,50096.643248343455,50116.143926884986,50099.70683876194,50195.12342839755,50154.89867964581,50158.81614721232
2021-02-24 02:40:00,50497.20638204942,50235.99138044676,50267.664914367175,50250.49442628269,50292.51716225171,50284.60699110783,50255.946460252846,50264.172796373736,50288.28107967549,50266.09635166366,50322.1657175677,50282.597881117115
2021-02-24 03:00:00,50647.47092136628,50359.823946498684,50364.484633844906,50465.75898561465,50400.4481145237,50431.18485303543,50336.61448205512,50397.81007642876,50399.48482311074,50365.93605216404,50404.59244155946,50396.86284900919
2021-02-24 03:20:00,50797.73546068314,50269.91736294058,50320.32022020939,50354.32315662939,50342.220757234885,50344.66107861648,50343.487240808194,50325.91873137496,50324.48861080485,50329.83233591113,50332.2762943118,50333.705012167804
2021-02-24 03:40:00,50948.0,50770.316732536834,50746.20650457752,50778.69579323844,50744.41740793986,50689.96301898981,50742.92815905724,50732.42365286532,50600.242098844166,50765.765439780334,50730.152066527706,50732.694088232485
2021-02-24 04:00:00,51018.85684761904,51106.098417312154,51146.81589424657,51145.42079322199,51155.420077187184,51144.05659475649,51132.79464479518,51149.16601199504,51163.528464486866,51183.85085978347,51176.182161440076,51150.33876580204
2021-02-24 04:20:00,50741.71609870021,50790.40963930813,50855.821315337744,50797.88326928761,50831.6692287129,50886.976482649276,50902.74217357886,50811.19867303029,50845.93618850194,50786.04752529308,50857.199414363786,50831.66186741832
2021-02-24 04:40:00,50533.02071587477,50678.880127473,50628.56076819063,50806.356107592605,50667.25267559908,50611.03218886596,50744.6286900346,50679.209148342816,50635.92984720931,50675.3421685664,50708.02413493771,50667.356260395245
2021-02-24 05:00:00,50324.32533304934,50691.25155371424,50694.31611169798,50753.32401832987,50764.21220134063,50825.65440558181,50701.69001228089,50673.58595983959,50746.03226271894,50761.801476072746,50656.363691590006,50732.72573089958
2021-02-24 05:20:00,50115.6299502239,50117.74122089949,50211.14211831714,50234.267790132915,50237.353276470865,50263.436310909085,50254.9085599195,50237.308242303116,50238.73011200146,50229.75381303999,50243.359538108,50216.998651152746
2021-02-24 05:40:00,49906.934567398464,50297.74550526471,50361.61733295361,50401.016605594246,50389.96861203303,50389.54218670802,50405.06105051745,50393.46391447664,50365.652843980344,50413.90572490205,50391.38878326627,50359.813433074705
2021-02-24 06:00:00,49698.23918457302,49645.88892589864,50111.90577407304,50082.657071550755,50076.12700998919,50014.87968795659,49946.88902879736,49920.2654616071,50155.20951522895,50030.67652109416,49964.38556662211,49937.28528480597
2021-02-24 06:20:00,49851.29945735815,49718.90722802983,49744.739046313756,49804.43464657112,49796.77807205942,49782.72688568069,49777.773091301286,49809.05901642359,49795.67450104821,49831.01360472206,49830.36103446333,49782.05648323357
2021-02-24 06:40:00,50004.35973014329,50008.619082726706,50246.662640266535,50111.44441686631,50046.41455935371,50005.877931225674,50070.35253897779,50022.17563648222,50067.364132243034,50056.7576923653,50115.11950815354,50053.301172834144
2021-02-24 07:00:00,49680.1,49731.96829123479,49638.88253880432,49812.23091218321,49793.001204923996,49864.30682193242,49833.27686759859,49815.367177146385,49887.894518961264,49868.523351824566,49837.73334376518,49797.45781395042
2021-02-24 07:20:00,49834.33304448775,49892.68458217744,49931.25368978315,49970.15269903318,49940.76069789408,49902.13596764316,49966.59350030793,49955.02469771716,49936.81327915481,50021.61690448243,49925.1561728698,49931.2480221693
2021-02-24 07:40:00,49988.56608897551,50161.124608419865,50132.1906745968,50207.613890693705,50161.962028996124,50168.74572421242,50165.770702985465,50186.30381646749,50170.5165754155,50172.0025490405,50151.10668728518,50165.59940909613
2021-02-24 08:00:00,50142.79913346326,50643.02959793846,50419.933374740074,50411.553945816406,50373.29276925668,50174.96187907106,50437.501936106266,50413.808731086654,50450.02719352038,50298.46161917846,50404.74929993653,50487.650661682914
2021-02-24 08:20:00,50726.45,50716.57858604536,50686.34520987761,50750.12657533874,50698.83283104173,50696.15588714938,50667.99808624242,50710.062341619385,50728.92635761589,50761.247101934394,50765.76174045427,50727.400226529404
2021-02-24 08:40:00,50808.44,50497.671250904015,50559.96223946044,50602.22095086542,50591.75792211628,50581.16358304496,50624.25472069099,50597.28465225182,50557.828910055,50626.41432609185,50572.29088769869,50562.59988023287
2021-02-24 09:00:00,50890.43,50549.49861290195,50630.01957953477,50650.111500321414,50645.12909058787,50578.50865520218,50590.12999955685,50645.501791807954,50689.00091567576,50674.852802270274,50649.206556088866,50635.17795267191
2021-02-24 09:20:00,50883.835294117656,50877.167618205465,50905.591685215004,50956.4309478351,50956.68194461746,50920.341757272116,50965.58475879637,50967.18081803159,50908.12801077789,50874.27318755484,50921.992568015696,50913.486917401715
2021-02-24 09:40:00,50768.0908762521,51113.74842621072,51065.71358646623,51202.38175614124,51110.84571305142,51188.60063716019,51193.80875853233,51144.69007877364,51257.633566704324,51199.04092648695,51171.14499706485,51150.65658084748
2021-02-24 10:00:00,50652.34645838654,50658.88193487127,50736.7726776068,50846.56521592757,50709.97734160473,50722.73095609022,50850.21714754297,50824.82261480633,50762.04181293008,50773.00017339568,50786.72761434594,50732.103119543826
2021-02-24 10:20:00,50536.602040520986,50379.11991087795,50442.197508189434,50450.63450053758,50473.08893731058,50457.78407134182,50543.89927663727,50458.79446884719,50455.401903735066,50557.09220329094,50495.22544820583,50450.76445565699
2021-02-24 10:40:00,50518.30102026049,50326.36450600059,50422.20683017251,50358.57024342507,50433.91966629782,50415.46355364482,50445.08061056275,50480.82169380702,50431.52815631047,50376.037476445636,50435.082268496786,50412.07885696965
2021-02-24 11:00:00,50500.00000000001,50418.39387205368,50422.41635155138,50446.00824541465,50439.97159171239,50397.33133336171,50412.32921717374,50474.71216404556,50452.783000847696,50426.44869524098,50403.802634197076,50435.6829129156
2021-02-24 11:20:00,50442.64585365854,50666.49747615946,50662.28697632423,50729.51621568453,50679.9365533562,50741.72331972932,50739.15520220838,50690.13326423418,50698.172203179856,50763.681387807184,50710.82471186022,50689.58859402835
2021-02-24 11:40:00,50704.63602365115,50348.317341345646,50432.576880227345,50391.52752510243,50406.572541168025,50395.017951590155,50451.73643830715,50420.11406482114,50377.737731722686,50378.20203432989,50415.525805646634,50398.71621813728
2021-02-24 12:00:00,50966.62619364376,50674.85264473973,50656.412464099165,50675.54797622304,50644.706597981596,50703.300271414926,50638.45133035607,50660.38611646869,50711.46016733525,50690.298583012736,50753.60273788352,50679.65553013865
2021-02-24 12:20:00,51228.61636363636,51065.92853031067,51099.203755072056,51125.97336390631,51112.44883971678,51090.33407568456,51144.351116878555,51057.89110157624,51120.19320372978,51063.88705979985,51076.740285935244,51092.66968173508
2021-02-24 12:40:00,50723.14001626359,50872.39350538018,50963.82692762562,50939.35638086761,50929.09268189585,50887.75032474266,50985.75524731631,50908.03153382959,50891.49147270021,50887.93243159088,50925.01673038251,50911.61576278682
2021-02-24 13:00:00,50217.66366889082,50147.80738540755,50231.461830871885,50109.03459794938,50315.09760982594,50106.02047697174,50032.651501409855,50163.56630884258,50300.99128274696,50491.7292256399,50421.629313821664,50274.97020831541
2021-02-24 13:20:00,49223.863358270944,49486.64192643872,49512.02266916663,49571.66683764882,49514.266281800206,49452.96575367319,49510.61840008397,49512.03744603076,49454.97956580023,49521.68451258262,49413.13935944255,49484.55507911674
2021-02-24 13:40:00,49673.8955149368,49529.262021548995,49513.0312724948,49587.63397726512,49533.84280239596,49520.86901774851,49514.75714475853,49540.82761410108,49504.32647667098,49537.37953075837,49506.06314185906,49524.950501477455
2021-02-24 14:00:00,49303.85296759174,49452.39389040458,49523.402148530084,49479.95108217406,49476.79101740639,49467.45997885944,49501.35954925736,49452.45286352337,49488.34701782089,49474.65643704855,49505.672933984504,49476.135797560346
2021-02-24 14:20:00,49344.0,49396.82854849146,49384.483570617136,49481.90806382945,49438.23221067907,49448.77447820048,49363.33130831989,49409.230731612675,49454.39366513136,49476.36001157145,49420.1255266664,49427.69551919871
