,bfly,bfnx,bnus,btrx,cbse,gmni,itbi,krkn,lmax,okcn,stmp
,std,std,std,std,std,std,std,std,std,std,std
timestamp,,,,,,,,,,,
2021-02-24 00:00:00,578.7571386093007,654.1008295730402,666.1699587767298,639.805185336553,635.668619565602,673.6438737208308,652.5694761951535,480.5587389518681,696.5283992741245,618.2194343635281,673.5537414225564
2021-02-24 00:30:00,298.7052123517665,307.241755142382,293.76250630198047,279.66091126776087,279.1329901893295,240.6740715361029,263.0594479389862,310.96483675651103,232.86993624734365,266.67726880193504,294.4213942458831
2021-02-24 01:00:00,95.77054244390764,226.4633103895435,232.14006739270715,221.2805224149569,237.31712725458468,239.61380428878235,244.69079136054867,222.19844341179373,224.34654423161297,212.1342471689361,231.30720391462543
2021-02-24 01:30:00,333.4681895873525,353.9788794714996,325.7796910838821,362.07777906165495,357.651696909344,374.19875202861164,340.20742426705306,363.1020590787049,341.4545340416641,327.458749727079,356.45091721390725
2021-02-24 02:00:00,135.09702079123053,194.98349701666515,203.94863848823778,196.18286843298807,207.6225112847785,204.53309314173893,194.36934247817035,216.14089026697414,206.89284490407817,194.42346812866543,210.14184315838045
2021-02-24 02:30:00,100.38175385953494,100.38175385953494,98.8674538808636,103.92866758662565,98.18186050134958,97.6677800835008,96.41723334058217,102.6281449967042,96.83094888583508,100.9845198764782,92.91731078948682
2021-02-24 03:00:00,115.53977425542497,115.53977425542497,98.73545708395358,82.52387063746792,95.31436378376586,110.17575665505981,95.22691700636507,97.0162646252151,88.45897646511715,86.92177034919774,87.82632427048478
2021-02-24 03:30:00,213.92662532134582,213.92662532134582,228.00940976421523,216.24238434919363,243.57218656311625,242.39503571533422,237.58527992886067,237.2469470191216,250.46201580638112,233.536343302912,231.45737064562468
2021-02-24 04:00:00,161.6559788305584,168.57143859958273,157.69896627168887,146.51932321614427,156.88494970320662,157.76582170419985,148.32019978934053,148.24451121326948,150.69636882666052,124.9746559407957,167.71619955079694
2021-02-24 04:30:00,157.87707955636023,157.87707955636023,148.1239476678448,160.50203151757566,143.03495329075375,139.2720170816158,131.50204393644168,145.02783125336123,161.2857356779949,146.51672675839652,135.83446946059667
2021-02-24 05:00:00,335.0566022080517,335.0566022080517,323.84153164564793,301.9403358745191,313.3588459051097,330.1233963384049,308.44772541627435,314.06645716435094,324.00571844994124,323.53358856136305,307.86204336445394
2021-02-24 05:30:00,92.44879762771424,92.44879762771424,80.37086232915695,81.50075707609626,80.54603830090372,82.22223974542521,78.48181697863693,79.07751754686565,75.27933771256203,76.99174653364554,81.4782398816396
2021-02-24 06:00:00,208.99936465214964,373.51184641234613,374.9778156269471,367.8448027607635,357.7607200640216,314.3538956384047,359.1569199236379,350.0134098342773,384.7537792288262,310.0688996200873,325.37642342403063
2021-02-24 06:30:00,34.72264487727028,220.38112670381756,219.97224473678403,200.41446470669362,200.53872907529754,196.23660528070113,189.7505866482054,191.58316846681632,182.58174970098477,215.99388541732029,191.2965613778584
2021-02-24 07:00:00,149.4624893952596,149.4624893952596,161.32692793537572,155.64217005624496,149.30551357235416,146.30771326936664,151.17907639957085,149.59039027302882,147.70673730221597,126.5983069637042,146.30293598269424
2021-02-24 07:30:00,120.20546243353762,120.20546243353762,113.75389243667132,125.60379400427682,117.13192376847543,117.57478867527233,119.60595019909368,112.01763738881327,113.7550209885604,123.59588988175905,115.29714895942816
2021-02-24 08:00:00,284.9855238955161,292.74067867579066,241.3146662551529,258.26959743318844,267.0434236233268,285.37293814067004,268.17314661551774,262.1298324662834,250.12090830017536,273.10325247401215,259.8282731178687
2021-02-24 08:30:00,162.43571109967738,162.43571109967738,128.705172787969,116.67485997328599,124.37303713343579,139.55669075743984,113.86587698568245,126.02857227633,114.15425930487936,133.8080644631792,147.4406952037403
2021-02-24 09:00:00,6.767011895957626,164.54774527101694,164.39780020494936,178.94391177377884,170.10679325383424,170.3047837692646,167.82454361622428,172.2313617971288,171.04800021876568,163.9702356621654,167.58784077618955
2021-02-24 09:30:00,42.77996026178612,168.13416572908764,159.79280738080908,152.07787459882644,152.3150278507077,177.8757634581728,155.67921468206404,152.81203727529729,170.54781409343036,163.47192221458718,161.89854957933983
2021-02-24 10:00:00,229.18628590892416,229.18628590892416,227.21605088096496,229.6752889225114,219.04576633454994,222.50255025871363,223.4532841804142,226.82311659216535,228.76005614644967,196.28803992452316,220.1071697660479
2021-02-24 10:30:00,41.11825932599619,122.37155197493516,130.65395710244155,139.66985845847188,127.88144128151116,122.80501455584685,114.97199907625426,126.06489721094539,133.13500083285035,131.5075320147392,141.08645807042646
2021-02-24 11:00:00,31.919999999998254,167.23857593458848,169.25803714391785,193.02351010073883,175.67792441718055,191.21469928169955,173.01413933343602,168.03333471664737,178.18832708762898,176.09819521713084,190.8370175852874
2021-02-24 11:30:00,178.84335642328443,178.84335642328443,158.32983493981854,178.35171795012747,169.5317205343137,173.13215805741615,174.00226069115132,156.60793908288477,174.23029947126204,166.2134288595049,153.34688814928003
2021-02-24 12:00:00,221.25396133846453,221.25396133846453,234.08045824502744,227.79856568975066,231.05782333035404,223.8119381293366,234.19507761777336,232.38726637337118,218.12192801565962,211.01084974747647,210.234299029793
2021-02-24 12:30:00,173.3443627868645,173.3443627868645,156.14705463492623,164.03131610775628,171.24712375321442,168.08411478273385,151.77611949061392,156.4232507922559,162.46698556474024,160.76069266805246,173.73777987311885
2021-02-24 13:00:00,337.9835587502062,451.5012543382157,455.65912207795486,438.5718563688469,454.6322917384062,406.4639088002877,443.59273256014404,414.8900115617648,420.0345244978178,439.74218060894526,473.6087194840019
2021-02-24 13:30:00,251.46411784522508,181.1675574898583,178.06853362761655,174.3672058218494,184.4051721235455,175.98536102569926,171.6687230899943,185.67262366088679,175.70265513284272,168.4075701184578,176.51814534296088
2021-02-24 14:00:00,155.44036049122772,164.83423872029636,142.98174343694976,167.74824964967272,145.0846104542289,138.4667460114223,134.00565047275566,150.27984553480536,153.76874285930964,147.31302539723643,157.84066110768467
2021-02-24 14:30:00,172.05048577864196,221.70721838715153,193.23552409831575,211.56380804613062,201.35415027403238,231.47228562462848,196.94203279178032,210.56832717355172,216.79660281699552,199.01681987792472,188.21909369385673
2021-02-24 15:00:00,236.49025579900308,349.9789605024771,318.0268486867934,304.18763377446754,320.208967103045,335.98924677971866,325.1680456721564,333.22105439822076,340.7505846409676,307.3799606607805,315.4470827396068
2021-02-24 15:30:00,12.218805178902718,205.30612937082321,197.7322619664087,198.56437624838503,199.78804972622314,194.91871088392438,189.6173185119398,193.31769489239704,209.7089749947657,196.03330608187926,202.004051046933
2021-02-24 16:00:00,256.89799770855444,206.28744377956707,175.995407069133,178.97013709388213,173.0731669113892,185.40666316196553,169.03280835374213,186.06335242170599,165.6095801866571,166.36224353209852,173.3654356912439
2021-02-24 16:30:00,145.13061108822484,145.13061108822484,128.54308175474063,111.17739927465753,117.96758098890076,133.62337025733459,110.32460250464,128.21259984260956,119.97002533350907,112.81079115450109,119.60581063571809
2021-02-24 17:00:00,43.677985873888204,150.4772069390899,158.14380412551597,146.2316633050227,159.72037179055346,133.41017419134496,153.1246078799548,151.91515209655438,134.58541720783768,159.9979296208559,167.5997117331579
2021-02-24 17:30:00,19.360583668883248,128.50207720675553,112.17418764699774,88.19300259405149,104.32882410678238,104.65434275970283,98.11745865946962,104.25064183803818,110.33762741759912,100.13394187988487,110.5925241688359
2021-02-24 18:00:00,134.05156823081472,134.05156823081472,152.33361739267374,136.07816459980805,148.22022400490525,151.89319920729912,150.6385156712751,162.21006953274943,147.20848580835695,162.019600922503,158.1048428917713
2021-02-24 18:30:00,109.39884913580572,109.39884913580572,117.6804202507364,98.8542555165907,110.83639828798471,111.53586961785939,112.19298575083398,101.64092682423608,118.47705227118112,115.3118919572623,119.9700223619552
2021-02-24 19:00:00,81.7378416135185,81.7378416135185,87.94064710466233,85.97607614596555,86.34772993227831,85.36786962608225,82.17092326850751,82.13155392199482,87.82855796891785,77.43929587485661,84.57921927371355
2021-02-24 19:30:00,219.86725692259694,140.95778054709774,110.29596588503159,109.22699021434046,104.42421926924983,107.60369134750238,110.66161255431568,112.96528960558788,106.67965242053079,117.67761987021719,117.06070793751059
2021-02-24 20:00:00,0.0,144.46872763702848,136.29419090052994,140.79971704147718,132.9365417556092,134.66146580920622,126.69034740514921,144.81474519181378,128.9214942691165,133.23814582784527,133.80403181464908
2021-02-24 20:30:00,134.3541272090111,180.23071256205915,143.05773469823083,150.72035081643145,149.9499793101007,173.3785832123383,132.4941706887059,152.82386574071703,181.7104070298307,142.4188690201168,170.96763742616196
2021-02-24 21:00:00,228.3505797671649,254.1636022987154,266.5575154623685,258.6002790972461,279.69039200142095,289.79338655978916,277.23829635846755,269.71545012418767,296.71884187654854,301.30151815679346,285.7041789182569
2021-02-24 21:30:00,101.01530682277816,199.37162270872184,185.24319897843515,190.34819430865485,182.96518928831102,165.07421180053714,184.26886487514798,199.73740585473274,170.4374683513558,157.70912025359988,197.7273775860631
2021-02-24 22:00:00,62.384667397124126,182.84252471332982,172.7719104219196,170.29408228778442,149.38479857998288,168.88400627729854,155.88319162004547,159.75730914297966,148.27713684605055,173.89696394897283,165.5359819864598
2021-02-24 22:30:00,98.419959751172,98.419959751172,96.99452171162538,113.76681782120524,100.73053933730925,102.32002853127797,95.56991977473339,108.25561129859099,103.60297625871067,92.74595180215829,100.03552002234724
2021-02-24 23:00:00,153.40108544992532,153.40108544992532,146.60887009311088,172.39906750605297,164.78333162495866,152.88099953169015,158.79422316186987,151.43527704340895,127.77364953004464,153.92411447121742,148.18113582996136
2021-02-24 23:30:00,76.86957818279154,92.34323407833737,97.84680643023665,81.79401481956802,91.72850569699422,98.03983236094699,94.37661412664696,99.63922507225938,83.49208619921936,84.71325989447368,95.12201174746563
