,,ohlc,ohlc,ohlc,ohlc
,,open,high,low,close
,timestamp,,,,
bfly,2021-02-24 13:40:00,49381.93,49870.34,49381.93,49699.0
bfly,2021-02-24 14:00:00,49700.0,49700.0,49272.35,49516.91
bfly,2021-02-24 14:20:00,49344.0,49344.0,49344.0,49344.0
bfly,2021-02-24 14:40:00,48975.06,49200.75,48888.0,49026.73
bfly,2021-02-24 15:00:00,49085.09,49127.37,49085.09,49127.37
bfly,2021-02-24 15:20:00,48631.44,49304.15,48517.6,49304.15
bfly,2021-02-24 15:40:00,49321.43,49321.43,49321.43,49321.43
bfly,2021-02-24 16:00:00,50314.08,50314.08,49766.55,49766.55
bfly,2021-02-24 16:20:00,49449.13,49640.73,49449.13,49537.17
bfly,2021-02-24 16:40:00,,,,
bfly,2021-02-24 17:00:00,49717.23,49717.23,49717.23,49717.23
bfly,2021-02-24 17:20:00,49779.0,49779.0,49704.36,49731.74
bfly,2021-02-24 17:40:00,,,,
bfly,2021-02-24 18:00:00,49600.0,49600.0,49600.0,49600.0
bfly,2021-02-24 18:20:00,49700.0,49700.0,49700.0,49700.0
bfly,2021-02-24 18:40:00,,,,
bfly,2021-02-24 19:00:00,49444.96,49444.96,49444.96,49444.96
bfly,2021-02-24 19:20:00,49444.96,49444.96,48997.6,48997.6
bfly,2021-02-24 19:40:00,,,,
bfly,2021-02-24 20:00:00,49144.07,49144.07,49144.07,49144.07
bfly,2021-02-24 20:20:00,,,,
bfly,2021-02-24 20:40:00,48900.23,49279.32,48847.56,49279.32
bfly,2021-02-24 21:00:00,48844.07,48844.07,48272.99,48478.83
bfly,2021-02-24 21:20:00,48202.94,48413.49,48202.94,48413.49
bfly,2021-02-24 21:40:00,48499.0,48499.0,48499.0,48499.0
bfly,2021-02-24 22:00:00,48211.04,48293.7,48070.33,48252.47
bfly,2021-02-24 22:20:00,48864.19,48864.19,48864.19,48864.19
bfly,2021-02-24 22:40:00,,,,
bfly,2021-02-24 23:00:00,,,,
bfly,2021-02-24 23:20:00,,,,
bfly,2021-02-24 23:40:00,49603.44,49712.15,49603.44,49712.15
bfnx,2021-02-24 00:00:00,48882.0,49087.0,47518.0,47752.0
bfnx,2021-02-24 00:20:00,47752.0,47783.0,46902.0,47691.0
bfnx,2021-02-24 00:40:00,47683.0,48497.0,47575.0,48485.0
bfnx,2021-02-24 01:00:00,48454.0,49069.0,48412.0,49014.0
bfnx,2021-02-24 01:20:00,49016.0,49359.0,48761.0,49300.0
bfnx,2021-02-24 01:40:00,49307.0,50229.0,49290.0,50196.0
bfnx,2021-02-24 02:00:00,50184.0,50580.34566075,49841.0,50089.0
bfnx,2021-02-24 02:20:00,50095.75823702,50481.817475,49827.0,50343.0
bfnx,2021-02-24 02:40:00,50326.0,50400.0,50042.0,50173.0
bfnx,2021-02-24 03:00:00,50161.0,50539.0,50042.0,50429.0
bfnx,2021-02-24 03:20:00,50416.0,50486.0,50161.0,50483.0
bfnx,2021-02-24 03:40:00,50489.0,51001.0,50270.0,50902.0
bfnx,2021-02-24 04:00:00,50901.0,51354.46137096,50894.0,50972.0
bfnx,2021-02-24 04:20:00,50985.0,51140.0,50576.0,50625.72829383
bfnx,2021-02-24 04:40:00,50598.0,50966.0,50328.0,50607.0
bfnx,2021-02-24 05:00:00,50611.0,51064.836108,50189.0,50193.0
bfnx,2021-02-24 05:20:00,50192.0,50492.0,49941.0,50446.0
bfnx,2021-02-24 05:40:00,50454.0,50501.0,50124.0,50166.0
bfnx,2021-02-24 06:00:00,50167.0,50639.0,49210.0,49639.0
bfnx,2021-02-24 06:20:00,49631.0,50062.0,49345.0,49794.0
bfnx,2021-02-24 06:40:00,49808.0,50346.0,49655.0,50035.0
bfnx,2021-02-24 07:00:00,50035.0,50116.14390518,49472.0,49639.0
bfnx,2021-02-24 07:20:00,49658.0,50189.0,49582.13177446,50061.0
bfnx,2021-02-24 07:40:00,50064.0,50320.62769032,49922.0,50050.0
bfnx,2021-02-24 08:00:00,50051.0,50944.0,49792.0,50780.0
bfnx,2021-02-24 08:20:00,50780.0,50864.0,50530.0,50694.39524952
bfnx,2021-02-24 08:40:00,50705.0,50705.0,50287.0,50600.1668049
bfnx,2021-02-24 09:00:00,50628.0,50897.0,50293.0,50851.0
bfnx,2021-02-24 09:20:00,50858.0,51217.0,50608.0,51156.0
bfnx,2021-02-24 09:40:00,51156.0,51339.0,50794.0,50809.0
bfnx,2021-02-24 10:00:00,50809.0,50955.0,50217.0,50463.0
bfnx,2021-02-24 10:20:00,50463.0,50558.0,50052.0,50245.0
bfnx,2021-02-24 10:40:00,50265.0,50500.0,50050.0,50057.0
bfnx,2021-02-24 11:00:00,50057.0,50552.0,50057.0,50252.0
bfnx,2021-02-24 11:20:00,50278.0,50833.0,50277.0,50580.0
bfnx,2021-02-24 11:40:00,50572.00034784,50638.0,50200.0,50324.0
bfnx,2021-02-24 12:00:00,50339.0,50917.0,50326.0,50713.16935536
bfnx,2021-02-24 12:20:00,50717.0,51200.0,50717.0,51132.0
bfnx,2021-02-24 12:40:00,51103.0,51112.0,50603.0,50711.0
bfnx,2021-02-24 13:00:00,50715.0,51062.0,49547.0,49555.0
bfnx,2021-02-24 13:20:00,49556.0,49939.02338724,49055.0,49236.0
bfnx,2021-02-24 13:40:00,49235.0,49839.0,49235.0,49489.74968895
bfnx,2021-02-24 14:00:00,49498.2387048,49752.0,49120.0,49624.0
bfnx,2021-02-24 14:20:00,49617.0,49679.0,49126.698863,49296.0
bfnx,2021-02-24 14:40:00,49334.0,49450.0,48750.0,49408.0
bfnx,2021-02-24 15:00:00,49410.0,49660.0,48655.0,48741.257392
bfnx,2021-02-24 15:20:00,48709.26094591,49589.0,48350.0,49411.0
bfnx,2021-02-24 15:40:00,49400.0,49840.0,49136.0,49830.0
bfnx,2021-02-24 16:00:00,49833.03734606,50100.0,49567.0,49567.0
bfnx,2021-02-24 16:20:00,49567.0,49834.76740336,49365.177883,49757.0
bfnx,2021-02-24 16:40:00,49731.0,49768.0,49298.688164,49330.0
bfnx,2021-02-24 17:00:00,49313.4061464,49930.0,49313.0,49842.0
bfnx,2021-02-24 17:20:00,49849.0,49927.0,49611.0,49759.0
bfnx,2021-02-24 17:40:00,49746.0,50081.0,49720.84783182,50081.0
bfnx,2021-02-24 18:00:00,50081.0,50089.0,49600.0,49600.0
bfnx,2021-02-24 18:20:00,49600.0,49989.0,49555.0,49898.0
bfnx,2021-02-24 18:40:00,49909.0,49933.3139248,49588.0,49600.0
bfnx,2021-02-24 19:00:00,49609.0,49724.0,49372.0,49504.0
bfnx,2021-02-24 19:20:00,49511.0,49579.04307528,48804.0,48903.0
bfnx,2021-02-24 19:40:00,48918.34570218,49217.0,48900.0,48998.0
bfnx,2021-02-24 20:00:00,48997.0,49272.0,48865.0,48937.0
bfnx,2021-02-24 20:20:00,48946.0,49000.0,48569.0,48863.0
bfnx,2021-02-24 20:40:00,48865.0,49254.0,48649.0,49157.0
bfnx,2021-02-24 21:00:00,49133.0,49171.93856939,48220.0,48244.0
bfnx,2021-02-24 21:20:00,48260.0,48553.0,48159.0,48434.0
bfnx,2021-02-24 21:40:00,48430.0,48917.0,48155.0,48787.0
