,bfly,bfnx,bnus,btrx,cbse,gmni,itbi,krkn,lmax,okcn,stmp
,std,std,std,std,std,std,std,std,std,std,std
timestamp,,,,,,,,,,,
2021-02-24 16:00:00,184.59862791627182,147.53195151782836,134.22323841486087,146.77138198018062,136.86282129787494,145.06181321244028,139.10018424634853,148.97922493593762,131.4234686734847,142.18323568456162,141.29229512650193
2021-02-24 16:20:00,81.14539928425027,132.78872693873598,111.39208447083045,110.19552665566486,112.25893469090609,111.99790266074011,105.4879427961042,117.74846878353138,117.96948774312912,101.21799789397556,113.56705427328747
2021-02-24 16:40:00,128.85506502220358,128.85506502220358,122.53777016714542,104.57118204321459,113.65091023203676,127.27197131807758,105.20873801776419,117.51035968694485,111.42370863604043,109.8344724933456,118.51934953995229
2021-02-24 17:00:00,157.32521130207056,157.32521130207056,182.39615104197202,167.4642616932799,179.49463916607982,156.94041519745213,176.90583399875646,168.83550769935653,152.64466365006123,174.46189950416863,183.47555719964146
2021-02-24 17:20:00,37.75866699624523,90.63721378926175,79.7383043811905,75.23279790119481,83.99264992723097,78.24875396799344,85.30589155175052,82.09571150229573,75.79346847090164,85.93050992387379,87.93253759285957
2021-02-24 17:40:00,89.41802534270212,89.41802534270212,86.14829960477398,61.977969772005395,77.6917175647205,81.05489213609123,74.46969495704333,82.1137485558324,85.33772800693463,72.37739333568906,83.637917741142
2021-02-24 18:00:00,127.19222239249345,127.19222239249345,132.6628355696985,122.47792496002035,136.6623138744824,142.05470010515262,136.58302609879544,146.86094925340143,139.4767207098274,154.25844062146697,144.10820967033044
2021-02-24 18:20:00,143.05159535664987,143.05159535664987,147.6084662785675,136.84877054334996,151.1320709686404,143.81024638854498,154.85235726798243,138.12343186653624,158.60154887780092,140.8581478985654,148.58072444532678
2021-02-24 18:40:00,93.96820339744319,93.96820339744319,107.2297062769274,92.45688541462859,97.83598068664662,92.08456959041926,101.68866159493409,97.53012426720842,95.67886641763995,102.87901332779596,111.17960227524055
2021-02-24 19:00:00,85.66390732848129,85.66390732848129,96.16552594799695,90.16392255805195,96.03615583354295,97.05465466492855,90.94741757477675,93.9264845152791,96.30548652471771,83.13110824603137,90.11449025628079
2021-02-24 19:20:00,219.86725692259694,198.37655253475054,205.2285447380812,207.82680585190417,213.1722848451309,213.7428831723632,208.90670067268405,219.1231465205551,206.3353061585976,216.15366364428513,206.37482773977555
2021-02-24 19:40:00,61.8764232594027,61.8764232594027,74.07256400219879,61.017914877125605,68.61923539345796,73.01895482339377,62.11860398629102,69.25198997007931,68.98379782542669,69.46264446724793,66.99749212918466
2021-02-24 20:00:00,0.0,107.50483028610545,92.16818636346373,100.4930593144072,89.50654221777525,112.1910798895328,80.69383792368306,90.40425437333877,108.65903141045048,110.34662666203413,87.3703228113368
2021-02-24 20:20:00,98.01745242730367,98.01745242730367,93.01406106813776,94.7726513464285,97.13048031618207,86.62344762234663,92.47256018124013,90.31254739376354,107.31123122957088,105.10459288379008,93.26673650693849
2021-02-24 20:40:00,134.3541272090111,161.83591735669495,140.8123062949788,142.63212241824758,144.78759711789888,154.94934916924257,137.99252533531882,147.9402921001912,154.08422060560324,142.25868442498535,161.6177859779263
2021-02-24 21:00:00,228.3505797671649,246.76830243401483,252.3282719880111,226.85853245768837,237.68737902780737,262.33608190315283,245.62178358762804,252.47346526442354,276.54212956204236,259.42521641076064,261.9198492547365
2021-02-24 21:20:00,82.43033563763538,99.17773753900734,100.36257557639267,95.56668006588033,101.57094373971707,101.37112759102195,90.97468789225819,95.6709401454481,98.180095411924,100.46098176007733,99.96519375779164
2021-02-24 21:40:00,210.00333278697565,210.00333278697565,195.11584292536506,211.2788390618235,204.47682929963796,177.0979091677582,204.03925736767042,211.27713057044926,182.31030623526064,187.48800476234769,226.56444903688305
2021-02-24 22:00:00,62.384667397124126,151.3377197069648,179.5346720013763,161.4453474726556,160.30057812657512,180.0945088958445,161.14309229455202,157.45201770979537,115.73075820066386,181.782113821434,165.10954136579866
2021-02-24 22:20:00,164.76203752011781,164.76203752011781,185.3889383802323,162.33431178633788,186.78905888903637,176.67260773015835,198.13477276311298,197.25689052402257,178.12839953538145,168.69346293348804,197.81819464898032
2021-02-24 22:40:00,101.99017789695786,101.99017789695786,90.13431937084351,96.03093150697474,97.32231042322077,100.20758348284042,89.54378810940263,101.63895803862754,102.17709853878338,86.70886060115821,91.3300109586183
2021-02-24 23:00:00,168.6326592918409,168.6326592918409,162.81056921149062,185.3907174435223,182.62226963891106,172.89634664822776,182.02647020856912,165.83689649327442,138.02891369805968,170.5756258032331,175.57393860736587
2021-02-24 23:20:00,121.1656934455365,121.1656934455365,129.28196843578797,146.94138268551885,129.71308444402362,118.2988638886874,125.94311036267064,144.74845690727253,135.68588211464606,126.74680801143096,131.93428811087134
2021-02-24 23:40:00,76.86957818279154,66.10753440723704,66.58582510454404,59.70600812146261,62.147094251781816,67.32200671343357,64.25693704042028,68.79530380833752,66.52949614454383,56.94050709448222,67.07918398488134
