,,ohlc,ohlc,ohlc,ohlc
bfly,2021-02-24 18:00:00,49600.0,49600.0,49600.0,49600.0
bfly,2021-02-24 18:30:00,49700.0,49700.0,49700.0,49700.0
bfly,2021-02-24 19:00:00,49444.96,49444.96,49444.96,49444.96
bfly,2021-02-24 19:30:00,49444.96,49444.96,48997.6,48997.6
bfly,2021-02-24 20:00:00,49144.07,49144.07,49144.07,49144.07
bfly,2021-02-24 20:30:00,48900.23,49279.32,48847.56,49279.32
bfly,2021-02-24 21:00:00,48844.07,48844.07,48272.99,48478.83
bfly,2021-02-24 21:30:00,48202.94,48499.0,48202.94,48499.0
bfly,2021-02-24 22:00:00,48211.04,48293.7,48070.33,48252.47
bfly,2021-02-24 22:30:00,48864.19,48864.19,48864.19,48864.19
bfly,2021-02-24 23:00:00,,,,
bfly,2021-02-24 23:30:00,49603.44,49712.15,49603.44,49712.15
bfnx,2021-02-24 00:00:00,48882.0,49087.0,46902.0,47193.0
bfnx,2021-02-24 00:30:00,47166.0,48497.0,47166.0,48485.0
bfnx,2021-02-24 01:00:00,48454.0,49359.0,48412.0,49155.0
bfnx,2021-02-24 01:30:00,49187.0,50229.0,48761.0,50196.0
bfnx,2021-02-24 02:00:00,50184.0,50580.34566075,49827.0,50065.0
bfnx,2021-02-24 02:30:00,50031.0,50481.817475,50031.0,50173.0
bfnx,2021-02-24 03:00:00,50161.0,50539.0,50042.0,50242.0
bfnx,2021-02-24 03:30:00,50230.0,51001.0,50207.0,50902.0
bfnx,2021-02-24 04:00:00,50901.0,51354.46137096,50647.0,50691.0
bfnx,2021-02-24 04:30:00,50661.0,50966.0,50328.0,50607.0
bfnx,2021-02-24 05:00:00,50611.0,51064.836108,49941.0,50381.0
bfnx,2021-02-24 05:30:00,50342.0,50501.0,50124.0,50166.0
bfnx,2021-02-24 06:00:00,50167.0,50639.0,49210.0,49598.0
bfnx,2021-02-24 06:30:00,49596.0,50346.0,49527.57954753,50035.0
bfnx,2021-02-24 07:00:00,50035.0,50116.14390518,49472.0,49626.0
bfnx,2021-02-24 07:30:00,49659.0,50320.62769032,49659.0,50050.0
bfnx,2021-02-24 08:00:00,50051.0,50944.0,49792.0,50662.0
bfnx,2021-02-24 08:30:00,50641.0,50864.0,50287.0,50600.1668049
bfnx,2021-02-24 09:00:00,50628.0,50900.0,50293.0,50702.0
bfnx,2021-02-24 09:30:00,50702.0,51339.0,50695.0,50809.0
bfnx,2021-02-24 10:00:00,50809.0,50955.0,50052.0,50379.0
bfnx,2021-02-24 10:30:00,50353.0,50500.0,50050.0,50057.0
bfnx,2021-02-24 11:00:00,50057.0,50833.0,50057.0,50685.0
bfnx,2021-02-24 11:30:00,50685.0,50799.284361,50200.0,50324.0
bfnx,2021-02-24 12:00:00,50339.0,51125.0,50326.0,51088.0
bfnx,2021-02-24 12:30:00,51107.0,51200.0,50603.0,50711.0
bfnx,2021-02-24 13:00:00,50715.0,51062.0,49329.0,49575.0
bfnx,2021-02-24 13:30:00,49576.0,49839.0,49055.0,49489.74968895
bfnx,2021-02-24 14:00:00,49498.2387048,49752.0,49120.0,49466.0
bfnx,2021-02-24 14:30:00,49487.0,49679.0,48750.0,49408.0
bfnx,2021-02-24 15:00:00,49410.0,49660.0,48350.0,49163.0
bfnx,2021-02-24 15:30:00,49137.0,49840.0,48883.1808809,49830.0
bfnx,2021-02-24 16:00:00,49833.03734606,50100.0,49365.177883,49488.0
bfnx,2021-02-24 16:30:00,49478.0,49834.76740336,49298.688164,49330.0
bfnx,2021-02-24 17:00:00,49313.4061464,49930.0,49313.0,49701.0
bfnx,2021-02-24 17:30:00,49720.0,50081.0,49611.0,50081.0
bfnx,2021-02-24 18:00:00,50081.0,50089.0,49555.0,49678.0
bfnx,2021-02-24 18:30:00,49677.0,49989.0,49588.0,49600.0
bfnx,2021-02-24 19:00:00,49609.0,49724.0,49372.0,49416.65190993
bfnx,2021-02-24 19:30:00,49437.301397,49437.301397,48804.0,48998.0
bfnx,2021-02-24 20:00:00,48997.0,49272.0,48755.0,48887.0
bfnx,2021-02-24 20:30:00,48884.0,49254.0,48569.0,49157.0
bfnx,2021-02-24 21:00:00,49133.0,49171.93856939,48159.0,48185.0
bfnx,2021-02-24 21:30:00,48185.0,48917.0,48155.0,48787.0
bfnx,2021-02-24 22:00:00,48749.119626,48749.119626,48050.0,48710.0
bfnx,2021-02-24 22:30:00,48711.0,48964.0,48504.7719099,48880.0
bfnx,2021-02-24 23:00:00,48840.0,49530.0,48778.0,49350.0
bfnx,2021-02-24 23:30:00,49351.0,49747.0,49351.0,49716.0
bnus,2021-02-24 00:00:00,48875.0,49096.01,47001.88,47269.36
bnus,2021-02-24 00:30:00,47272.36,48482.38,47239.9,48482.38
bnus,2021-02-24 01:00:00,48438.82,49359.42,48438.82,49154.88
bnus,2021-02-24 01:30:00,49169.14,50214.5,48775.58,50214.49
bnus,2021-02-24 02:00:00,50171.91,50566.28,49781.14,50050.0
bnus,2021-02-24 02:30:00,50031.42,50489.83,50031.42,50206.46
bnus,2021-02-24 03:00:00,50177.5,50534.89,50091.01,50259.89
bnus,2021-02-24 03:30:00,50257.57,50995.25,50236.75,50898.28
bnus,2021-02-24 04:00:00,50900.61,51399.11,50689.38,50689.38
bnus,2021-02-24 04:30:00,50700.0,50987.83,50342.02,50636.53
bnus,2021-02-24 05:00:00,50656.06,51030.13,49983.24,50385.42
bnus,2021-02-24 05:30:00,50381.62,50543.0,50183.71,50217.25
bnus,2021-02-24 06:00:00,50211.36,50678.4,49400.0,49692.25
bnus,2021-02-24 06:30:00,49674.54,50551.92,49524.08,50093.88
bnus,2021-02-24 07:00:00,50091.48,50140.69,49501.04,49673.11
bnus,2021-02-24 07:30:00,49712.98,50362.13,49712.98,50042.91
bnus,2021-02-24 08:00:00,50089.2,50884.72,49818.38,50602.84
bnus,2021-02-24 08:30:00,50657.58,50876.97,50297.04,50658.05
bnus,2021-02-24 09:00:00,50661.48,51000.0,50362.72,50767.53
bnus,2021-02-24 09:30:00,50767.53,51402.65,50767.53,50904.26
bnus,2021-02-24 10:00:00,50908.49,51042.97,50178.57,50452.62
bnus,2021-02-24 10:30:00,50435.31,50621.67,50099.68,50111.98
bnus,2021-02-24 11:00:00,50113.4,50905.69,50113.4,50765.68
bnus,2021-02-24 11:30:00,50757.43,50872.93,50246.9,50390.43
bnus,2021-02-24 12:00:00,50397.47,51192.81,50324.99,51143.47
bnus,2021-02-24 12:30:00,51131.7,51323.93,50661.52,50744.2
bnus,2021-02-24 13:00:00,50758.51,51080.27,49411.17,49637.68
bnus,2021-02-24 13:30:00,49637.67,49852.85,49058.18,49468.85
bnus,2021-02-24 14:00:00,49497.41,49794.69,49180.38,49490.41
bnus,2021-02-24 14:30:00,49490.4,49681.3,48757.06,49434.82
bnus,2021-02-24 15:00:00,49426.74,49660.45,48452.03,49180.81
bnus,2021-02-24 15:30:00,49178.7,49892.5,49020.18,49844.79
bnus,2021-02-24 16:00:00,49847.29,50141.0,49410.96,49510.21
bnus,2021-02-24 16:30:00,49523.51,49877.7,49335.8,49341.98
bnus,2021-02-24 17:00:00,49337.75,49978.47,49337.75,49738.96
bnus,2021-02-24 17:30:00,49767.25,50084.5,49657.21,50084.5
bnus,2021-02-24 18:00:00,50065.13,50084.5,49546.01,49678.08
bnus,2021-02-24 18:30:00,49678.07,49997.5,49583.25,49599.14
bnus,2021-02-24 19:00:00,49601.14,49744.85,49370.52,49452.8
bnus,2021-02-24 19:30:00,49451.57,49456.21,48865.97,48982.64
bnus,2021-02-24 20:00:00,48996.32,49272.2,48750.0,48887.84
bnus,2021-02-24 20:30:00,48890.29,49223.15,48591.66,49174.6
bnus,2021-02-24 21:00:00,49142.58,49180.95,48135.88,48171.78
bnus,2021-02-24 21:30:00,48174.2,48895.81,48142.97,48790.7
bnus,2021-02-24 22:00:00,48744.47,48744.47,48054.15,48696.32
bnus,2021-02-24 22:30:00,48700.29,48945.74,48500.0,48852.09
bnus,2021-02-24 23:00:00,48829.4,49545.44,48753.08,49330.09
bnus,2021-02-24 23:30:00,49331.6,49770.84,49331.6,49714.5
btrx,2021-02-24 00:00:00,48906.607,49070.307,46958.22,47250.924
btrx,2021-02-24 00:30:00,47289.12,48488.0,47289.12,48488.0
btrx,2021-02-24 01:00:00,48488.0,49350.321,48453.81,49136.048
btrx,2021-02-24 01:30:00,49157.913,50229.466,48761.936,50199.989
btrx,2021-02-24 02:00:00,50188.392,50600.0,49838.017,50056.012
btrx,2021-02-24 02:30:00,50088.586,50490.058,50051.444,50230.77
btrx,2021-02-24 03:00:00,50213.589,50554.23,50105.146,50317.911
btrx,2021-02-24 03:30:00,50319.11,50999.99,50255.942,50949.591
btrx,2021-02-24 04:00:00,50999.999,51386.269,50721.701,50721.701
btrx,2021-02-24 04:30:00,50744.63,51002.277,50400.0,50662.379
btrx,2021-02-24 05:00:00,50676.453,51030.517,50000.0,50406.684
btrx,2021-02-24 05:30:00,50416.47,50547.73,50240.6,50244.01
btrx,2021-02-24 06:00:00,50226.75,50709.49,49504.22,49653.234
btrx,2021-02-24 06:30:00,49630.54,50400.0,49630.54,50119.51
btrx,2021-02-24 07:00:00,50114.94,50173.291,49551.014,49693.539
btrx,2021-02-24 07:30:00,49717.745,50346.99,49717.745,50105.15
btrx,2021-02-24 08:00:00,50105.15,50921.529,49840.0,50653.686
btrx,2021-02-24 08:30:00,50686.149,50902.55,50346.138,50679.16
btrx,2021-02-24 09:00:00,50699.12,51000.98,50356.99,50805.27
btrx,2021-02-24 09:30:00,50805.27,51408.635,50805.27,50980.189
btrx,2021-02-24 10:00:00,50981.64,51088.359,50232.81,50488.789
btrx,2021-02-24 10:30:00,50487.459,50659.15,50142.85,50159.45
btrx,2021-02-24 11:00:00,50128.489,50914.526,50128.489,50781.336
btrx,2021-02-24 11:30:00,50781.336,50860.69,50266.467,50401.6
btrx,2021-02-24 12:00:00,50397.3,51200.0,50391.132,51157.911
btrx,2021-02-24 12:30:00,51154.239,51300.0,50678.579,50774.399
btrx,2021-02-24 13:00:00,50761.77,51089.154,49520.0,49660.001
btrx,2021-02-24 13:30:00,49660.001,49878.08,49093.667,49514.992
btrx,2021-02-24 14:00:00,49511.505,49804.57,49187.039,49483.987
btrx,2021-02-24 14:30:00,49529.673,49713.864,48767.13,49473.137
btrx,2021-02-24 15:00:00,49445.43,49670.727,48518.63,49199.9
btrx,2021-02-24 15:30:00,49180.0,49877.059,49056.206,49877.058
btrx,2021-02-24 16:00:00,49860.121,50149.734,49468.013,49527.94
btrx,2021-02-24 16:30:00,49518.658,49860.092,49360.01,49360.01
btrx,2021-02-24 17:00:00,49435.14,49999.999,49380.08,49740.236
btrx,2021-02-24 17:30:00,49759.471,50063.895,49658.834,50050.175
btrx,2021-02-24 18:00:00,50071.68,50071.68,49567.227,49699.052
btrx,2021-02-24 18:30:00,49698.88,50006.019,49579.819,49585.974
btrx,2021-02-24 19:00:00,49605.0,49695.27,49363.67,49406.14
btrx,2021-02-24 19:30:00,49429.341,49431.61,48861.2,48984.14
btrx,2021-02-24 20:00:00,48950.8,49279.19,48750.0,48880.429
btrx,2021-02-24 20:30:00,48871.895,49241.809,48623.55,49184.99
btrx,2021-02-24 21:00:00,49122.005,49170.683,48186.037,48190.0
btrx,2021-02-24 21:30:00,48205.285,48942.999,48120.0,48787.489
btrx,2021-02-24 22:00:00,48731.15,48763.325,48084.824,48689.71
btrx,2021-02-24 22:30:00,48698.25,48972.019,48496.086,48887.82
btrx,2021-02-24 23:00:00,48858.285,49535.879,48793.59,49343.388
btrx,2021-02-24 23:30:00,49421.976,49775.153,49413.485,49742.749
cbse,2021-02-24 00:00:00,48899.99,49114.02,47002.0,47257.14
cbse,2021-02-24 00:30:00,47257.14,48525.23,47224.82,48487.22
cbse,2021-02-24 01:00:00,48498.8,49375.0,48437.32,49200.0
cbse,2021-02-24 01:30:00,49214.39,50353.43,48759.13,50236.98
cbse,2021-02-24 02:00:00,50236.98,50600.0,49832.71,50042.36
cbse,2021-02-24 02:30:00,50048.58,50489.0,50039.71,50220.01
cbse,2021-02-24 03:00:00,50220.01,50559.39,50084.76,50284.21
cbse,2021-02-24 03:30:00,50286.6,51000.0,50239.17,50932.71
cbse,2021-02-24 04:00:00,50929.46,51398.0,50700.0,50712.59
cbse,2021-02-24 04:30:00,50721.08,50991.5,50358.54,50650.86
cbse,2021-02-24 05:00:00,50655.08,51025.22,49978.89,50394.38
cbse,2021-02-24 05:30:00,50394.38,50554.59,50197.0,50225.89
cbse,2021-02-24 06:00:00,50234.41,50705.94,49436.23,49665.03
cbse,2021-02-24 06:30:00,49658.53,50400.0,49539.19,50099.64
cbse,2021-02-24 07:00:00,50098.05,50164.93,49520.91,49696.16
cbse,2021-02-24 07:30:00,49696.17,50350.0,49696.17,50082.62
cbse,2021-02-24 08:00:00,50090.93,50888.71,49782.86,50643.76
cbse,2021-02-24 08:30:00,50644.06,50891.81,50338.02,50666.7
cbse,2021-02-24 09:00:00,50664.17,50991.3,50356.56,50787.29
cbse,2021-02-24 09:30:00,50796.87,51415.41,50795.02,50900.68
cbse,2021-02-24 10:00:00,50904.97,51055.38,50172.36,50448.15
cbse,2021-02-24 10:30:00,50458.24,50644.65,50110.0,50134.22
cbse,2021-02-24 11:00:00,50129.71,50939.86,50129.7,50777.86
cbse,2021-02-24 11:30:00,50777.86,50893.21,50222.22,50380.0
cbse,2021-02-24 12:00:00,50379.99,51216.87,50368.45,51143.17
cbse,2021-02-24 12:30:00,51162.91,51332.84,50635.86,50738.3
cbse,2021-02-24 13:00:00,50738.3,51123.31,49474.58,49616.95
cbse,2021-02-24 13:30:00,49780.06,49867.0,49000.0,49479.41
cbse,2021-02-24 14:00:00,49479.41,49804.39,49150.0,49492.97
cbse,2021-02-24 14:30:00,49483.59,49685.48,48731.33,49427.61
cbse,2021-02-24 15:00:00,49427.61,49641.49,48500.0,49178.48
cbse,2021-02-24 15:30:00,49178.47,49877.97,49022.9,49850.22
cbse,2021-02-24 16:00:00,49850.0,50144.92,49365.0,49513.85
cbse,2021-02-24 16:30:00,49524.42,49882.8,49353.95,49371.5
cbse,2021-02-24 17:00:00,49371.49,49999.0,49360.64,49740.88
cbse,2021-02-24 17:30:00,49744.8,50113.72,49637.27,50096.69
cbse,2021-02-24 18:00:00,50096.69,50103.57,49544.84,49685.15
cbse,2021-02-24 18:30:00,49685.14,50018.91,49600.0,49619.18
cbse,2021-02-24 19:00:00,49619.19,49733.51,49280.0,49474.27
cbse,2021-02-24 19:30:00,49472.47,49472.47,48833.24,48990.27
cbse,2021-02-24 20:00:00,48990.27,49276.8,48764.88,48898.07
cbse,2021-02-24 20:30:00,48898.08,49259.65,48608.58,49174.4
cbse,2021-02-24 21:00:00,49174.41,49174.41,48150.0,48173.98
cbse,2021-02-24 21:30:00,48178.24,48935.04,48111.0,48757.56
cbse,2021-02-24 22:00:00,48758.08,48760.22,48078.62,48710.06
cbse,2021-02-24 22:30:00,48710.06,48987.38,48500.0,48850.4
cbse,2021-02-24 23:00:00,48842.66,49549.5,48775.05,49360.0
cbse,2021-02-24 23:30:00,49359.99,49788.0,49359.99,49737.82
gmni,2021-02-24 00:00:00,48923.48,49130.5,47000.01,47260.0
gmni,2021-02-24 00:30:00,47247.96,48526.33,47243.76,48500.0
gmni,2021-02-24 01:00:00,48510.28,49380.0,48442.89,49214.54
gmni,2021-02-24 01:30:00,49233.05,50331.36,48764.28,50227.97
gmni,2021-02-24 02:00:00,50257.72,50613.36,49833.0,50063.91
gmni,2021-02-24 02:30:00,50086.98,50475.0,50033.6,50244.25
gmni,2021-02-24 03:00:00,50200.0,50573.45,50054.16,50276.37
gmni,2021-02-24 03:30:00,50276.37,51000.0,50236.69,50965.74
gmni,2021-02-24 04:00:00,50943.71,51397.44,50680.4,50730.36
gmni,2021-02-24 04:30:00,50729.44,50966.54,50350.01,50645.41
gmni,2021-02-24 05:00:00,50713.91,51015.63,50002.51,50406.91
gmni,2021-02-24 05:30:00,50378.51,50546.71,50200.0,50212.6
gmni,2021-02-24 06:00:00,50253.37,50703.1,49450.82,49610.76
gmni,2021-02-24 06:30:00,49642.27,50428.29,49543.68,50140.49
gmni,2021-02-24 07:00:00,50125.63,50183.63,49526.44,49679.13
gmni,2021-02-24 07:30:00,49717.54,50363.01,49704.76,50095.0
gmni,2021-02-24 08:00:00,50041.59,50899.0,49845.77,50596.94
gmni,2021-02-24 08:30:00,50649.48,50904.42,50302.63,50684.06
gmni,2021-02-24 09:00:00,50689.09,51058.84,50351.27,50789.26
gmni,2021-02-24 09:30:00,50810.3,51442.01,50789.26,50901.73
gmni,2021-02-24 10:00:00,50915.34,51044.54,50175.98,50455.23
gmni,2021-02-24 10:30:00,50442.21,50644.76,50121.89,50121.89
gmni,2021-02-24 11:00:00,50152.87,50957.67,50121.89,50778.39
gmni,2021-02-24 11:30:00,50788.33,50880.7,50238.25,50360.62
gmni,2021-02-24 12:00:00,50409.14,51212.69,50377.9,51140.64
gmni,2021-02-24 12:30:00,51165.27,51364.74,50614.12,50742.99
gmni,2021-02-24 13:00:00,50784.52,51114.68,49484.99,49598.12
gmni,2021-02-24 13:30:00,49620.52,49873.56,48940.12,49470.1
gmni,2021-02-24 14:00:00,49480.62,49792.18,49150.0,49507.37
gmni,2021-02-24 14:30:00,49507.37,49679.39,48730.24,49424.75
gmni,2021-02-24 15:00:00,49435.86,49669.02,48481.21,49170.86
gmni,2021-02-24 15:30:00,49170.86,49890.38,49009.85,49869.66
gmni,2021-02-24 16:00:00,49898.58,50138.01,49415.39,49494.88
gmni,2021-02-24 16:30:00,49537.49,49907.16,49306.35,49393.64
gmni,2021-02-24 17:00:00,49391.94,50016.49,49385.52,49772.89
gmni,2021-02-24 17:30:00,49771.38,50126.6,49647.68,50095.84
gmni,2021-02-24 18:00:00,50122.58,50128.0,49552.45,49681.96
gmni,2021-02-24 18:30:00,49680.21,50033.53,49602.48,49612.0
gmni,2021-02-24 19:00:00,49612.0,49732.31,49352.38,49479.2
gmni,2021-02-24 19:30:00,49472.89,49472.89,48900.0,48974.48
gmni,2021-02-24 20:00:00,48971.4,49255.71,48782.42,48907.6
gmni,2021-02-24 20:30:00,48906.88,49255.52,48626.66,49179.75
gmni,2021-02-24 21:00:00,49106.84,49171.5,48139.0,48218.64
gmni,2021-02-24 21:30:00,48228.98,48968.01,48139.0,48811.21
gmni,2021-02-24 22:00:00,48790.49,48790.49,48113.83,48728.78
gmni,2021-02-24 22:30:00,48735.81,49004.72,48505.47,48894.23
gmni,2021-02-24 23:00:00,48852.32,49579.74,48786.49,49347.98
gmni,2021-02-24 23:30:00,49409.24,49809.31,49401.74,49766.06
itbi,2021-02-24 00:00:00,48919.5,49100.0,47022.0,47225.25
itbi,2021-02-24 00:30:00,47270.25,48485.25,47270.25,48485.25
itbi,2021-02-24 01:00:00,48485.25,49333.0,48447.75,49170.5
itbi,2021-02-24 01:30:00,49205.5,50208.25,48791.25,50193.25
itbi,2021-02-24 02:00:00,50193.25,50560.25,49821.5,50017.0
itbi,2021-02-24 02:30:00,50044.0,50466.25,50027.0,50215.5
itbi,2021-02-24 03:00:00,50166.25,50529.0,50073.0,50262.75
itbi,2021-02-24 03:30:00,50282.25,50991.25,50244.0,50913.25
itbi,2021-02-24 04:00:00,50913.25,51391.5,50696.5,50701.0
itbi,2021-02-24 04:30:00,50703.5,50965.25,50353.5,50650.5
itbi,2021-02-24 05:00:00,50656.5,51046.5,50016.0,50414.0
itbi,2021-02-24 05:30:00,50401.75,50552.25,50209.0,50234.5
itbi,2021-02-24 06:00:00,50248.25,50687.75,49500.0,49668.5
itbi,2021-02-24 06:30:00,49687.25,50419.75,49601.75,50104.75
itbi,2021-02-24 07:00:00,50104.75,50199.25,49555.25,49698.75
itbi,2021-02-24 07:30:00,49713.25,50327.75,49713.25,50085.5
itbi,2021-02-24 08:00:00,50109.5,50910.0,49842.0,50670.75
itbi,2021-02-24 08:30:00,50660.0,50868.75,50398.75,50680.25
itbi,2021-02-24 09:00:00,50680.25,51000.0,50420.0,50800.75
itbi,2021-02-24 09:30:00,50810.0,51397.0,50796.0,50929.5
itbi,2021-02-24 10:00:00,50940.0,51041.75,50198.25,50440.75
itbi,2021-02-24 10:30:00,50495.75,50647.75,50127.25,50140.25
itbi,2021-02-24 11:00:00,50180.0,50928.0,50160.0,50800.25
itbi,2021-02-24 11:30:00,50800.25,50851.0,50227.75,50400.25
itbi,2021-02-24 12:00:00,50402.25,51227.0,50400.25,51130.5
itbi,2021-02-24 12:30:00,51167.5,51345.25,50680.25,50734.0
itbi,2021-02-24 13:00:00,50762.75,51095.25,49523.75,49624.0
itbi,2021-02-24 13:30:00,49658.25,49898.5,49082.0,49506.75
itbi,2021-02-24 14:00:00,49540.25,49811.25,49200.25,49502.75
itbi,2021-02-24 14:30:00,49520.5,49710.75,48777.0,49427.25
itbi,2021-02-24 15:00:00,49433.25,49640.0,48495.75,49149.25
itbi,2021-02-24 15:30:00,49149.0,49879.5,49060.25,49862.5
itbi,2021-02-24 16:00:00,49879.5,50169.75,49460.0,49511.5
itbi,2021-02-24 16:30:00,49526.0,49860.0,49380.0,49385.75
itbi,2021-02-24 17:00:00,49425.75,50000.0,49391.5,49760.25
itbi,2021-02-24 17:30:00,49763.0,50105.5,49651.5,50096.0
itbi,2021-02-24 18:00:00,50095.75,50095.75,49510.0,49720.25
itbi,2021-02-24 18:30:00,49681.0,50015.5,49600.25,49612.5
itbi,2021-02-24 19:00:00,49624.25,49742.25,49400.0,49460.0
itbi,2021-02-24 19:30:00,49460.0,49460.0,48893.0,48990.5
itbi,2021-02-24 20:00:00,48973.0,49260.75,48800.25,48920.25
itbi,2021-02-24 20:30:00,48920.25,49228.75,48642.0,49167.0
itbi,2021-02-24 21:00:00,49131.5,49192.75,48184.75,48200.5
itbi,2021-02-24 21:30:00,48221.5,48927.75,48150.25,48798.5
itbi,2021-02-24 22:00:00,48765.0,48765.25,48100.25,48699.0
itbi,2021-02-24 22:30:00,48720.0,48975.0,48523.5,48833.25
itbi,2021-02-24 23:00:00,48775.0,49533.25,48775.0,49355.25
itbi,2021-02-24 23:30:00,49360.0,49772.5,49360.0,49753.5
krkn,2021-02-24 00:00:00,48899.6,48899.9,47015.7,47245.8
krkn,2021-02-24 00:30:00,47225.0,48499.0,47225.0,48498.9
krkn,2021-02-24 01:00:00,48499.0,49333.0,48462.8,49165.2
krkn,2021-02-24 01:30:00,49191.2,50200.0,48732.8,50180.4
krkn,2021-02-24 02:00:00,50200.0,50564.5,49836.7,50035.1
krkn,2021-02-24 02:30:00,50037.3,50475.0,50037.3,50202.2
krkn,2021-02-24 03:00:00,50202.2,50539.9,50074.9,50268.2
krkn,2021-02-24 03:30:00,50268.2,51000.0,50259.4,50928.4
krkn,2021-02-24 04:00:00,50922.2,51392.0,50715.7,50722.0
krkn,2021-02-24 04:30:00,50714.9,50940.9,50342.2,50635.3
krkn,2021-02-24 05:00:00,50647.5,51058.4,50022.5,50406.6
krkn,2021-02-24 05:30:00,50400.3,50540.1,50202.5,50204.8
krkn,2021-02-24 06:00:00,50235.4,50704.3,49410.6,49633.0
krkn,2021-02-24 06:30:00,49647.4,50386.2,49583.7,50110.2
krkn,2021-02-24 07:00:00,50110.2,50176.1,49548.5,49700.0
krkn,2021-02-24 07:30:00,49700.0,50374.4,49700.0,50140.7
krkn,2021-02-24 08:00:00,50140.7,50893.0,49812.8,50684.4
krkn,2021-02-24 08:30:00,50671.1,50912.5,50350.1,50682.8
krkn,2021-02-24 09:00:00,50682.9,50980.5,50380.7,50814.8
krkn,2021-02-24 09:30:00,50843.9,51442.5,50801.0,50900.0
krkn,2021-02-24 10:00:00,50900.0,51059.2,50188.7,50474.9
krkn,2021-02-24 10:30:00,50474.8,50661.9,50150.0,50150.1
krkn,2021-02-24 11:00:00,50150.6,50909.5,50150.6,50770.0
krkn,2021-02-24 11:30:00,50769.2,50885.4,50242.4,50392.1
krkn,2021-02-24 12:00:00,50392.1,51174.9,50372.9,51132.5
krkn,2021-02-24 12:30:00,51138.9,51283.3,50676.4,50746.3
krkn,2021-02-24 13:00:00,50760.0,51099.4,49504.5,49609.0
krkn,2021-02-24 13:30:00,49646.1,49889.5,49100.0,49480.2
krkn,2021-02-24 14:00:00,49480.2,49795.3,49162.8,49533.6
krkn,2021-02-24 14:30:00,49533.6,49665.4,48691.6,49434.3
krkn,2021-02-24 15:00:00,49433.2,49660.0,48500.1,49174.9
krkn,2021-02-24 15:30:00,49174.9,49916.8,49018.2,49850.0
krkn,2021-02-24 16:00:00,49851.6,50171.2,49436.7,49508.7
krkn,2021-02-24 16:30:00,49529.2,49897.8,49352.2,49400.0
krkn,2021-02-24 17:00:00,49400.0,50000.0,49400.0,49741.1
krkn,2021-02-24 17:30:00,49741.1,50060.0,49640.8,50060.0
krkn,2021-02-24 18:00:00,50075.0,50100.0,49551.0,49680.0
krkn,2021-02-24 18:30:00,49676.0,49984.0,49604.0,49611.1
krkn,2021-02-24 19:00:00,49619.1,49712.6,49385.8,49456.4
krkn,2021-02-24 19:30:00,49454.9,49456.9,48880.4,48980.4
krkn,2021-02-24 20:00:00,48980.4,49282.1,48770.1,48912.2
