,,ohlc,ohlc,ohlc,ohlc
bfly,2021-02-24 03:55:00,50948.0,50948.0,50948.0,50948.0
bfly,2021-02-24 04:00:00,51025.46,51025.46,51014.38,51014.38
bfly,2021-02-24 04:05:00,,,,
bfly,2021-02-24 04:10:00,,,,
bfly,2021-02-24 04:15:00,,,,
bfly,2021-02-24 04:20:00,,,,
bfly,2021-02-24 04:25:00,50736.28,50743.89,50736.28,50743.89
bfly,2021-02-24 04:30:00,,,,
bfly,2021-02-24 04:35:00,,,,
bfly,2021-02-24 04:40:00,,,,
bfly,2021-02-24 04:45:00,,,,
bfly,2021-02-24 04:50:00,,,,
bfly,2021-02-24 04:55:00,,,,
bfly,2021-02-24 05:00:00,,,,
bfly,2021-02-24 05:05:00,,,,
bfly,2021-02-24 05:10:00,,,,
bfly,2021-02-24 05:15:00,,,,
bfly,2021-02-24 05:20:00,,,,
bfly,2021-02-24 05:25:00,,,,
bfly,2021-02-24 05:30:00,,,,
bfly,2021-02-24 05:35:00,,,,
bfly,2021-02-24 05:40:00,,,,
bfly,2021-02-24 05:45:00,,,,
bfly,2021-02-24 05:50:00,,,,
bfly,2021-02-24 05:55:00,,,,
bfly,2021-02-24 06:00:00,,,,
bfly,2021-02-24 06:05:00,,,,
bfly,2021-02-24 06:10:00,50050.8,50050.8,49656.52,49656.52
bfly,2021-02-24 06:15:00,,,,
bfly,2021-02-24 06:20:00,,,,
bfly,2021-02-24 06:25:00,,,,
bfly,2021-02-24 06:30:00,,,,
bfly,2021-02-24 06:35:00,,,,
bfly,2021-02-24 06:40:00,49923.2,49981.91,49923.2,49944.75
bfly,2021-02-24 06:45:00,50016.68,50018.9,50016.68,50018.9
bfly,2021-02-24 06:50:00,50018.9,50018.9,50018.9,50018.9
bfly,2021-02-24 06:55:00,,,,
bfly,2021-02-24 07:00:00,,,,
bfly,2021-02-24 07:05:00,,,,
bfly,2021-02-24 07:10:00,,,,
bfly,2021-02-24 07:15:00,49680.1,49680.1,49680.1,49680.1
bfly,2021-02-24 07:20:00,,,,
bfly,2021-02-24 07:25:00,,,,
bfly,2021-02-24 07:30:00,,,,
bfly,2021-02-24 07:35:00,,,,
bfly,2021-02-24 07:40:00,,,,
bfly,2021-02-24 07:45:00,,,,
bfly,2021-02-24 07:50:00,,,,
bfly,2021-02-24 07:55:00,,,,
bfly,2021-02-24 08:00:00,49890.34,49890.34,49890.34,49890.34
bfly,2021-02-24 08:05:00,,,,
bfly,2021-02-24 08:10:00,50410.65,50410.65,50410.65,50410.65
bfly,2021-02-24 08:15:00,,,,
bfly,2021-02-24 08:20:00,,,,
bfly,2021-02-24 08:25:00,,,,
bfly,2021-02-24 08:30:00,,,,
bfly,2021-02-24 08:35:00,50726.45,50726.45,50726.45,50726.45
bfly,2021-02-24 08:40:00,,,,
bfly,2021-02-24 08:45:00,,,,
bfly,2021-02-24 08:50:00,,,,
bfly,2021-02-24 08:55:00,,,,
bfly,2021-02-24 09:00:00,,,,
bfly,2021-02-24 09:05:00,,,,
bfly,2021-02-24 09:10:00,,,,
bfly,2021-02-24 09:15:00,50890.43,50890.43,50890.43,50890.43
bfly,2021-02-24 09:20:00,50900.0,50900.0,50900.0,50900.0
bfly,2021-02-24 09:25:00,,,,
bfly,2021-02-24 09:30:00,50907.35,50907.35,50907.35,50907.35
bfly,2021-02-24 09:35:00,50846.85,50846.85,50846.85,50846.85
bfly,2021-02-24 09:40:00,,,,
bfly,2021-02-24 09:45:00,,,,
bfly,2021-02-24 09:50:00,,,,
bfly,2021-02-24 09:55:00,,,,
bfly,2021-02-24 10:00:00,,,,
bfly,2021-02-24 10:05:00,,,,
bfly,2021-02-24 10:10:00,,,,
bfly,2021-02-24 10:15:00,,,,
bfly,2021-02-24 10:20:00,,,,
bfly,2021-02-24 10:25:00,,,,
bfly,2021-02-24 10:30:00,50544.26,50544.26,50544.26,50544.26
bfly,2021-02-24 10:35:00,50486.11,50486.11,50486.11,50486.11
bfly,2021-02-24 10:40:00,,,,
bfly,2021-02-24 10:45:00,,,,
bfly,2021-02-24 10:50:00,,,,
bfly,2021-02-24 10:55:00,,,,
bfly,2021-02-24 11:00:00,,,,
bfly,2021-02-24 11:05:00,,,,
bfly,2021-02-24 11:10:00,50500.0,50500.0,50500.0,50500.0
bfly,2021-02-24 11:15:00,,,,
bfly,2021-02-24 11:20:00,50436.16,50436.16,50436.16,50436.16
bfly,2021-02-24 11:25:00,,,,
bfly,2021-02-24 11:30:00,,,,
bfly,2021-02-24 11:35:00,50702.08,50702.08,50702.08,50702.08
bfly,2021-02-24 11:40:00,,,,
bfly,2021-02-24 11:45:00,,,,
bfly,2021-02-24 11:50:00,,,,
bfly,2021-02-24 11:55:00,,,,
bfly,2021-02-24 12:00:00,,,,
bfly,2021-02-24 12:05:00,,,,
bfly,2021-02-24 12:10:00,,,,
bfly,2021-02-24 12:15:00,,,,
bfly,2021-02-24 12:20:00,,,,
bfly,2021-02-24 12:25:00,51078.18,51078.18,51078.18,51078.18
bfly,2021-02-24 12:30:00,,,,
bfly,2021-02-24 12:35:00,51229.87,51229.87,51229.87,51229.87
bfly,2021-02-24 12:40:00,,,,
bfly,2021-02-24 12:45:00,,,,
bfly,2021-02-24 12:50:00,,,,
bfly,2021-02-24 12:55:00,,,,
bfly,2021-02-24 13:00:00,,,,
bfly,2021-02-24 13:05:00,,,,
bfly,2021-02-24 13:10:00,50500.0,50500.0,50500.0,50500.0
bfly,2021-02-24 13:15:00,50124.32,50124.32,49830.23,49839.99
bfly,2021-02-24 13:20:00,49560.79,49560.79,49560.79,49560.79
bfly,2021-02-24 13:25:00,,,,
bfly,2021-02-24 13:30:00,49316.51,49334.08,48978.31,49206.42
bfly,2021-02-24 13:35:00,,,,
bfly,2021-02-24 13:40:00,49381.93,49381.93,49381.93,49381.93
bfly,2021-02-24 13:45:00,49637.76,49870.34,49630.31,49870.34
bfly,2021-02-24 13:50:00,49699.0,49699.0,49699.0,49699.0
bfly,2021-02-24 13:55:00,,,,
bfly,2021-02-24 14:00:00,,,,
bfly,2021-02-24 14:05:00,49700.0,49700.0,49700.0,49700.0
bfly,2021-02-24 14:10:00,49288.39,49347.5,49272.35,49347.5
bfly,2021-02-24 14:15:00,49516.91,49516.91,49516.91,49516.91
bfly,2021-02-24 14:20:00,,,,
bfly,2021-02-24 14:25:00,,,,
bfly,2021-02-24 14:30:00,,,,
bfly,2021-02-24 14:35:00,49344.0,49344.0,49344.0,49344.0
bfly,2021-02-24 14:40:00,48975.06,48975.06,48888.0,48888.0
bfly,2021-02-24 14:45:00,49200.75,49200.75,49200.75,49200.75
bfly,2021-02-24 14:50:00,49026.73,49026.73,49026.73,49026.73
bfly,2021-02-24 14:55:00,,,,
bfly,2021-02-24 15:00:00,,,,
bfly,2021-02-24 15:05:00,,,,
bfly,2021-02-24 15:10:00,49085.09,49127.37,49085.09,49127.37
bfly,2021-02-24 15:15:00,,,,
bfly,2021-02-24 15:20:00,48631.44,48661.0,48517.6,48661.0
bfly,2021-02-24 15:25:00,48877.44,48971.42,48865.41,48971.42
bfly,2021-02-24 15:30:00,49304.15,49304.15,49304.15,49304.15
bfly,2021-02-24 15:35:00,,,,
bfly,2021-02-24 15:40:00,49321.43,49321.43,49321.43,49321.43
bfly,2021-02-24 15:45:00,,,,
bfly,2021-02-24 15:50:00,,,,
bfly,2021-02-24 15:55:00,,,,
bfly,2021-02-24 16:00:00,50314.08,50314.08,49999.25,50014.08
bfly,2021-02-24 16:05:00,49969.31,49969.31,49969.31,49969.31
bfly,2021-02-24 16:10:00,49769.03,49769.03,49766.55,49766.55
bfly,2021-02-24 16:15:00,,,,
bfly,2021-02-24 16:20:00,49449.13,49449.13,49449.13,49449.13
bfly,2021-02-24 16:25:00,49640.73,49640.73,49584.9,49584.9
bfly,2021-02-24 16:30:00,49537.17,49537.17,49537.17,49537.17
bfly,2021-02-24 16:35:00,,,,
bfly,2021-02-24 16:40:00,,,,
bfly,2021-02-24 16:45:00,,,,
bfly,2021-02-24 16:50:00,,,,
bfly,2021-02-24 16:55:00,,,,
bfly,2021-02-24 17:00:00,,,,
bfly,2021-02-24 17:05:00,49717.23,49717.23,49717.23,49717.23
bfly,2021-02-24 17:10:00,,,,
bfly,2021-02-24 17:15:00,,,,
bfly,2021-02-24 17:20:00,,,,
bfly,2021-02-24 17:25:00,49779.0,49779.0,49779.0,49779.0
bfly,2021-02-24 17:30:00,,,,
bfly,2021-02-24 17:35:00,49704.36,49731.74,49704.36,49731.74
bfly,2021-02-24 17:40:00,,,,
bfly,2021-02-24 17:45:00,,,,
bfly,2021-02-24 17:50:00,,,,
bfly,2021-02-24 17:55:00,,,,
bfly,2021-02-24 18:00:00,,,,
bfly,2021-02-24 18:05:00,,,,
bfly,2021-02-24 18:10:00,,,,
bfly,2021-02-24 18:15:00,49600.0,49600.0,49600.0,49600.0
bfly,2021-02-24 18:20:00,,,,
bfly,2021-02-24 18:25:00,,,,
bfly,2021-02-24 18:30:00,49700.0,49700.0,49700.0,49700.0
bfly,2021-02-24 18:35:00,,,,
bfly,2021-02-24 18:40:00,,,,
bfly,2021-02-24 18:45:00,,,,
bfly,2021-02-24 18:50:00,,,,
bfly,2021-02-24 18:55:00,,,,
bfly,2021-02-24 19:00:00,,,,
bfly,2021-02-24 19:05:00,,,,
bfly,2021-02-24 19:10:00,49444.96,49444.96,49444.96,49444.96
bfly,2021-02-24 19:15:00,,,,
bfly,2021-02-24 19:20:00,,,,
bfly,2021-02-24 19:25:00,,,,
bfly,2021-02-24 19:30:00,49444.96,49444.96,49400.0,49400.0
bfly,2021-02-24 19:35:00,48997.6,48997.6,48997.6,48997.6
bfly,2021-02-24 19:40:00,,,,
bfly,2021-02-24 19:45:00,,,,
bfly,2021-02-24 19:50:00,,,,
bfly,2021-02-24 19:55:00,,,,
bfly,2021-02-24 20:00:00,49144.07,49144.07,49144.07,49144.07
bfly,2021-02-24 20:05:00,,,,
bfly,2021-02-24 20:10:00,,,,
bfly,2021-02-24 20:15:00,,,,
bfly,2021-02-24 20:20:00,,,,
bfly,2021-02-24 20:25:00,,,,
bfly,2021-02-24 20:30:00,,,,
bfly,2021-02-24 20:35:00,,,,
bfly,2021-02-24 20:40:00,48900.23,48971.77,48847.56,48847.56
bfly,2021-02-24 20:45:00,,,,
bfly,2021-02-24 20:50:00,,,,
bfly,2021-02-24 20:55:00,49144.07,49279.32,49144.07,49279.32
bfly,2021-02-24 21:00:00,,,,
bfly,2021-02-24 21:05:00,48844.07,48844.07,48844.07,48844.07
bfly,2021-02-24 21:10:00,,,,
bfly,2021-02-24 21:15:00,48272.99,48478.83,48272.99,48478.83
bfly,2021-02-24 21:20:00,,,,
bfly,2021-02-24 21:25:00,,,,
bfly,2021-02-24 21:30:00,48202.94,48311.97,48202.94,48311.97
bfly,2021-02-24 21:35:00,48413.49,48413.49,48413.49,48413.49
bfly,2021-02-24 21:40:00,,,,
bfly,2021-02-24 21:45:00,,,,
bfly,2021-02-24 21:50:00,,,,
bfly,2021-02-24 21:55:00,48499.0,48499.0,48499.0,48499.0
bfly,2021-02-24 22:00:00,,,,
bfly,2021-02-24 22:05:00,48211.04,48211.04,48211.04,48211.04
bfly,2021-02-24 22:10:00,48070.33,48210.44,48070.33,48168.94
bfly,2021-02-24 22:15:00,48196.87,48293.7,48196.87,48252.47
bfly,2021-02-24 22:20:00,,,,
bfly,2021-02-24 22:25:00,,,,
bfly,2021-02-24 22:30:00,48864.19,48864.19,48864.19,48864.19
bfly,2021-02-24 22:35:00,,,,
bfly,2021-02-24 22:40:00,,,,
bfly,2021-02-24 22:45:00,,,,
bfly,2021-02-24 22:50:00,,,,
bfly,2021-02-24 22:55:00,,,,
bfly,2021-02-24 23:00:00,,,,
bfly,2021-02-24 23:05:00,,,,
bfly,2021-02-24 23:10:00,,,,
bfly,2021-02-24 23:15:00,,,,
bfly,2021-02-24 23:20:00,,,,
bfly,2021-02-24 23:25:00,,,,
bfly,2021-02-24 23:30:00,,,,
bfly,2021-02-24 23:35:00,,,,
bfly,2021-02-24 23:40:00,49603.44,49603.44,49603.44,49603.44
bfly,2021-02-24 23:45:00,,,,
bfly,2021-02-24 23:50:00,,,,
bfly,2021-02-24 23:55:00,49712.15,49712.15,49712.15,49712.15
bfnx,2021-02-24 00:00:00,48882.0,49087.0,48539.0,48609.0
bfnx,2021-02-24 00:05:00,48600.0,48711.0,48465.0,48568.31076519
bfnx,2021-02-24 00:10:00,48576.0,48579.0,48075.0,48079.0
bfnx,2021-02-24 00:15:00,48075.0,48097.0,47518.0,47752.0
bfnx,2021-02-24 00:20:00,47752.0,47752.608591,46902.0,47032.0
bfnx,2021-02-24 00:25:00,47025.0,47313.0,46980.0,47193.0
bfnx,2021-02-24 00:30:00,47166.0,47694.0,47166.0,47615.0
bfnx,2021-02-24 00:35:00,47638.0,47783.0,47528.0,47691.0
bfnx,2021-02-24 00:40:00,47683.0,47800.0,47575.0,47702.0
bfnx,2021-02-24 00:45:00,47707.0,47908.0,47707.0,47730.0
bfnx,2021-02-24 00:50:00,47743.0,48234.0,47704.0,48167.0
bfnx,2021-02-24 00:55:00,48179.0,48497.0,48133.0,48485.0
bfnx,2021-02-24 01:00:00,48454.0,48704.0,48412.0,48489.25847365
bfnx,2021-02-24 01:05:00,48509.0,48870.06502176,48508.0,48824.0
bfnx,2021-02-24 01:10:00,48796.0,48939.0,48658.0,48718.0
bfnx,2021-02-24 01:15:00,48707.0,49069.0,48707.0,49014.0
bfnx,2021-02-24 01:20:00,49016.0,49163.64975886,48860.0,49162.0
bfnx,2021-02-24 01:25:00,49167.366966,49359.0,49110.0,49155.0
bfnx,2021-02-24 01:30:00,49187.0,49211.0,48761.0,49012.0
bfnx,2021-02-24 01:35:00,49006.0,49318.0,48896.0,49300.0
bfnx,2021-02-24 01:40:00,49307.0,49900.0,49290.0,49741.0
bfnx,2021-02-24 01:45:00,49741.0,49964.0,49656.0,49821.0
bfnx,2021-02-24 01:50:00,49788.0,49800.0,49500.0,49755.0
bfnx,2021-02-24 01:55:00,49765.0,50229.0,49571.0,50196.0
bfnx,2021-02-24 02:00:00,50184.0,50518.0,49841.0,50505.0
bfnx,2021-02-24 02:05:00,50512.0,50580.34566075,50211.0,50326.0
bfnx,2021-02-24 02:10:00,50339.0,50372.0,49990.0,50323.0
bfnx,2021-02-24 02:15:00,50332.0,50354.0,49890.17828167,50089.0
bfnx,2021-02-24 02:20:00,50095.75823702,50149.0,49827.0,49870.0
bfnx,2021-02-24 02:25:00,49867.0,50168.8264,49856.0,50065.0
bfnx,2021-02-24 02:30:00,50031.0,50380.0,50031.0,50248.0
bfnx,2021-02-24 02:35:00,50203.0,50481.817475,50203.0,50343.0
bfnx,2021-02-24 02:40:00,50326.0,50342.0,50042.0,50082.0
bfnx,2021-02-24 02:45:00,50086.0,50400.0,50086.0,50300.0
bfnx,2021-02-24 02:50:00,50280.0901064,50389.0,50212.0,50330.0
bfnx,2021-02-24 02:55:00,50345.06246829,50375.0,50110.0,50173.0
bfnx,2021-02-24 03:00:00,50161.0,50433.0,50042.0,50383.0
bfnx,2021-02-24 03:05:00,50402.0,50539.0,50255.0,50277.0
bfnx,2021-02-24 03:10:00,50278.0,50451.0,50233.0,50367.0
bfnx,2021-02-24 03:15:00,50371.0,50456.0,50206.0,50429.0
bfnx,2021-02-24 03:20:00,50416.0,50416.0,50214.0,50253.0
bfnx,2021-02-24 03:25:00,50233.0,50289.0,50161.0,50242.0
bfnx,2021-02-24 03:30:00,50230.0,50337.62223992,50207.0,50336.4066783
bfnx,2021-02-24 03:35:00,50337.0,50486.0,50276.0,50483.0
bfnx,2021-02-24 03:40:00,50489.0,50527.67278245,50344.0,50418.0
bfnx,2021-02-24 03:45:00,50419.946325,50674.0,50270.0,50671.0
bfnx,2021-02-24 03:50:00,50674.0,50886.9050573,50674.0,50800.0
bfnx,2021-02-24 03:55:00,50800.0,51001.0,50800.0,50902.0
bfnx,2021-02-24 04:00:00,50901.0,51101.0,50900.0,50988.0
bfnx,2021-02-24 04:05:00,50988.0,51200.0,50988.0,51156.0
bfnx,2021-02-24 04:10:00,51151.0,51292.0,51129.0,51263.0
bfnx,2021-02-24 04:15:00,51295.0,51354.46137096,50894.0,50972.0
bfnx,2021-02-24 04:20:00,50985.0,51140.0,50815.0,51008.0
bfnx,2021-02-24 04:25:00,51033.0,51076.0,50647.0,50691.0
bfnx,2021-02-24 04:30:00,50661.0,50870.87269056,50647.0,50782.0
bfnx,2021-02-24 04:35:00,50756.0,50838.0,50576.0,50625.72829383
bfnx,2021-02-24 04:40:00,50598.0,50607.0,50328.0,50356.0
bfnx,2021-02-24 04:45:00,50356.0,50680.0,50356.0,50673.0
bfnx,2021-02-24 04:50:00,50681.0,50966.0,50672.0,50894.0
bfnx,2021-02-24 04:55:00,50893.0,50893.12289376,50510.0,50607.0
bfnx,2021-02-24 05:00:00,50611.0,50919.0,50611.0,50884.0
bfnx,2021-02-24 05:05:00,50884.0,51064.836108,50861.0,50932.0
bfnx,2021-02-24 05:10:00,50900.0,50900.0,50627.0,50631.0
bfnx,2021-02-24 05:15:00,50626.0,50626.0,50189.0,50193.0
bfnx,2021-02-24 05:20:00,50192.0,50389.0,49989.0,50094.0
bfnx,2021-02-24 05:25:00,50094.0,50389.0,49941.0,50381.0
bfnx,2021-02-24 05:30:00,50342.0,50355.0,50139.0,50279.69614059
bfnx,2021-02-24 05:35:00,50272.40764365,50492.0,50229.0,50446.0
bfnx,2021-02-24 05:40:00,50454.0,50501.0,50228.0,50369.0
bfnx,2021-02-24 05:45:00,50391.0,50488.0,50228.49348594,50262.0
bfnx,2021-02-24 05:50:00,50241.0,50429.77119963,50210.0,50295.0
bfnx,2021-02-24 05:55:00,50299.0,50383.54311516,50124.0,50166.0
bfnx,2021-02-24 06:00:00,50167.0,50535.0,50161.0,50472.0
bfnx,2021-02-24 06:05:00,50480.0,50639.0,50400.0,50457.0
bfnx,2021-02-24 06:10:00,50458.0,50509.0,49330.0,49704.0
bfnx,2021-02-24 06:15:00,49704.0,49863.0,49210.0,49639.0
bfnx,2021-02-24 06:20:00,49631.0,50062.0,49514.0,50050.0
bfnx,2021-02-24 06:25:00,50054.0,50054.0,49345.0,49598.0
bfnx,2021-02-24 06:30:00,49596.0,49854.0,49538.0,49740.0
bfnx,2021-02-24 06:35:00,49743.487989,49831.0,49527.57954753,49794.0
bfnx,2021-02-24 06:40:00,49808.0,49993.619484,49655.0,49989.0
bfnx,2021-02-24 06:45:00,49989.0,50346.0,49958.0,50148.0
bfnx,2021-02-24 06:50:00,50148.0,50175.0,49884.0,49937.0
bfnx,2021-02-24 06:55:00,49910.0,50099.0,49860.0,50035.0
bfnx,2021-02-24 07:00:00,50035.0,50116.14390518,49868.0,49956.0
bfnx,2021-02-24 07:05:00,49956.0,50036.1655248,49682.0,49763.0
bfnx,2021-02-24 07:10:00,49761.0,49789.0,49476.0,49491.0
bfnx,2021-02-24 07:15:00,49476.0,49780.0,49472.0,49639.0
bfnx,2021-02-24 07:20:00,49658.0,49975.0,49658.0,49905.62704716
bfnx,2021-02-24 07:25:00,49916.0,49928.0,49582.13177446,49626.0
bfnx,2021-02-24 07:30:00,49659.0,49996.0494306,49659.0,49905.0
bfnx,2021-02-24 07:35:00,49894.0,50189.0,49877.0,50061.0
bfnx,2021-02-24 07:40:00,50064.0,50100.0,49977.0,50045.0
bfnx,2021-02-24 07:45:00,50043.0,50197.0,49922.0,50148.0
bfnx,2021-02-24 07:50:00,50160.0,50320.62769032,50031.0,50118.0
bfnx,2021-02-24 07:55:00,50098.0,50179.09667961,50033.7360664,50050.0
bfnx,2021-02-24 08:00:00,50051.0,50207.0,49792.0,50199.0
bfnx,2021-02-24 08:05:00,50208.0,50488.87031,50118.0,50469.0
bfnx,2021-02-24 08:10:00,50469.63043291,50509.0,50315.0,50473.45094302
bfnx,2021-02-24 08:15:00,50487.0,50944.0,50484.0,50780.0
bfnx,2021-02-24 08:20:00,50780.0,50780.7513213,50554.0,50674.0
bfnx,2021-02-24 08:25:00,50636.0,50750.0,50530.0,50662.0
bfnx,2021-02-24 08:30:00,50641.0,50864.0,50641.0,50711.0
bfnx,2021-02-24 08:35:00,50700.0,50825.7046578,50617.0,50694.39524952
bfnx,2021-02-24 08:40:00,50705.0,50705.0,50356.0,50408.0
bfnx,2021-02-24 08:45:00,50408.0,50496.0,50287.0,50456.0
bfnx,2021-02-24 08:50:00,50436.0,50654.0,50435.0,50609.0
bfnx,2021-02-24 08:55:00,50603.0,50700.0,50568.0,50600.1668049
bfnx,2021-02-24 09:00:00,50628.0,50628.0,50359.0,50413.0
bfnx,2021-02-24 09:05:00,50416.0,50539.0,50370.0,50400.0
bfnx,2021-02-24 09:10:00,50400.0,50500.0,50293.0,50500.0
bfnx,2021-02-24 09:15:00,50500.0,50897.0,50500.0,50851.0
bfnx,2021-02-24 09:20:00,50858.0,50900.0,50671.0,50708.0
bfnx,2021-02-24 09:25:00,50698.0,50797.0,50608.0,50702.0
bfnx,2021-02-24 09:30:00,50702.0,50900.0,50695.0,50747.0
bfnx,2021-02-24 09:35:00,50756.0,51217.0,50729.0,51156.0
bfnx,2021-02-24 09:40:00,51156.0,51339.0,51011.0,51210.27317504
bfnx,2021-02-24 09:45:00,51207.0,51268.0,50868.0,50886.0
bfnx,2021-02-24 09:50:00,50889.0,50965.0,50794.0,50796.0
bfnx,2021-02-24 09:55:00,50796.0,50853.0,50794.0,50809.0
bfnx,2021-02-24 10:00:00,50809.0,50955.0,50793.0,50799.0
bfnx,2021-02-24 10:05:00,50799.0,50897.0,50620.0,50867.0
bfnx,2021-02-24 10:10:00,50870.0,50870.0,50525.0,50581.0
bfnx,2021-02-24 10:15:00,50577.0,50577.0,50217.0,50463.0
bfnx,2021-02-24 10:20:00,50463.0,50558.0,50171.0,50171.0
bfnx,2021-02-24 10:25:00,50171.0,50441.0,50052.0,50379.0
bfnx,2021-02-24 10:30:00,50353.0,50500.0,50345.0,50435.0
bfnx,2021-02-24 10:35:00,50409.0,50409.0,50162.0,50245.0
bfnx,2021-02-24 10:40:00,50265.0,50450.0,50265.0,50450.0
bfnx,2021-02-24 10:45:00,50450.0,50500.0,50407.0,50452.0
bfnx,2021-02-24 10:50:00,50442.0,50493.0,50250.0,50271.0
bfnx,2021-02-24 10:55:00,50297.0,50345.0,50050.0,50057.0
bfnx,2021-02-24 11:00:00,50057.0,50454.0,50057.0,50370.0
bfnx,2021-02-24 11:05:00,50370.0,50552.0,50350.0,50461.0
bfnx,2021-02-24 11:10:00,50452.0,50524.3830457,50350.0,50350.0
bfnx,2021-02-24 11:15:00,50368.0,50403.0,50208.0,50252.0
bfnx,2021-02-24 11:20:00,50278.0,50789.0,50277.0,50787.0
bfnx,2021-02-24 11:25:00,50770.0,50833.0,50658.0,50685.0
bfnx,2021-02-24 11:30:00,50685.0,50799.284361,50594.0,50635.0
bfnx,2021-02-24 11:35:00,50609.0,50689.0,50574.0,50580.0
bfnx,2021-02-24 11:40:00,50572.00034784,50638.0,50328.0,50330.79848051
bfnx,2021-02-24 11:45:00,50341.57108335,50439.0,50275.0,50337.0
bfnx,2021-02-24 11:50:00,50338.0,50354.95171116,50200.0,50237.0
bfnx,2021-02-24 11:55:00,50280.0,50334.9457284,50275.0,50324.0
bfnx,2021-02-24 12:00:00,50339.0,50558.03245649,50337.0,50556.0
bfnx,2021-02-24 12:05:00,50548.0,50692.0,50450.0,50461.0
bfnx,2021-02-24 12:10:00,50482.0,50773.0,50326.0,50770.3445367
bfnx,2021-02-24 12:15:00,50774.0,50917.0,50711.0,50713.16935536
bfnx,2021-02-24 12:20:00,50717.0,51061.0,50717.0,51029.0
bfnx,2021-02-24 12:25:00,51066.31556208,51125.0,50906.0,51088.0
bfnx,2021-02-24 12:30:00,51107.0,51172.0,50985.0,51172.0
bfnx,2021-02-24 12:35:00,51171.0,51200.0,51007.0,51132.0
bfnx,2021-02-24 12:40:00,51103.0,51112.0,50829.0,50875.0
bfnx,2021-02-24 12:45:00,50875.0,51016.0,50860.0,50992.0
bfnx,2021-02-24 12:50:00,50993.0,50996.0,50771.0,50811.0
bfnx,2021-02-24 12:55:00,50812.0,50834.0,50603.0,50711.0
bfnx,2021-02-24 13:00:00,50715.0,51062.0,50715.0,50895.0
bfnx,2021-02-24 13:05:00,50905.0,50905.0,50490.0,50534.0
bfnx,2021-02-24 13:10:00,50532.0,50701.0,50375.0,50441.0
bfnx,2021-02-24 13:15:00,50431.0,50431.0,49547.0,49555.0
bfnx,2021-02-24 13:20:00,49556.0,49939.02338724,49329.0,49804.0
bfnx,2021-02-24 13:25:00,49812.822813,49939.0,49508.0,49575.0
bfnx,2021-02-24 13:30:00,49576.0,49747.0,49055.0,49104.0
bfnx,2021-02-24 13:35:00,49131.0,49539.0,49131.0,49236.0
bfnx,2021-02-24 13:40:00,49235.0,49522.0,49235.0,49455.0
bfnx,2021-02-24 13:45:00,49446.686276,49839.0,49312.0,49715.0
bfnx,2021-02-24 13:50:00,49729.0,49761.1488235,49511.0,49620.72307635
bfnx,2021-02-24 13:55:00,49639.0,49639.0,49369.69057537,49489.74968895
bfnx,2021-02-24 14:00:00,49498.2387048,49752.0,49480.0,49749.0
